field_key,field_title,nli_axis,nli_axis_label
objective,Note Address Which PCRP Objective,0.26751539719748857,Weak Match
details,Describe details of the case management service,0.6066337126851273,Exact Match
explain_linkage,Explain linkage to services,0.7575393346351242,Exact Match
observations,Clinical Observations,0.6607797075851688,Exact Match
responses,Client Responses,0.4653903438787097,Weak Match
timeline,Timelines for Next Service,0.2402341436527681,Weak Match
describe_text,Describe details of employment service,-0.1626562218812012,Partial Contradiction
clincial_text,Clinical Observations,-0.10253016970428656,Uncertain
response_text,Client Responses,0.1654566367036663,Uncertain
progress_text,Progress Towards Recovery Plan Objectives,-0.029567268014983467,Uncertain
timeline_text,Timelines for Next Service,-0.020595029563801395,Uncertain
actions_text,What actions should the individual complete before next service?,-0.10515887392628324,Uncertain
behavioral_desc,Behavioral description of the Presenting Problem or description of New Issue(s) Presented today,0.1676108681553514,Uncertain
objective,Note Address Which PCRP Objective,0.26751539719748857,Weak Match
details,Describe details of PSR/IMR service,0.5882725351657772,Weak Match
observations,Clinical Observations,0.6607797075851688,Exact Match
responses,Client Responses,0.4653903438787097,Weak Match
timeline,Timelines for Next Service,0.2402341436527681,Weak Match
description,Description of Behavior(s),0.4535628322171042,Weak Match
service,Describe details of employment service,0.3601577331023832,Weak Match
details,Details of Follow Up/Admission,0.6594836446007627,Exact Match
strengths,Identify Needs and Strengths of client,0.2840502188077646,Weak Match
details,Describe details of Peer Specialist Service,0.6171385459949567,Exact Match
response,Individual Responses to service provided,0.4026060619345009,Weak Match
timeline,Timeline for Next Service,0.3210425864673367,Weak Match
interventiontxt,,-0.07442932028163977,Uncertain
responsetxt,,-0.0718553288198573,Uncertain
plantxt,,-0.07090292452462431,Uncertain
psych_history_present_illness,"HPI: History of Present Illness: (Elements: Location, Quality, Severity, Duration, Timing, Content, Modifying Factors, Associated Signs / Sx)",0.02069790375262525,Uncertain
psych_identifying_information,Identifying Information:,0.02211300306857289,Uncertain
psych_chief_complaint,Chief Complaint,-0.019923510620021543,Uncertain
psych_developmental_history,Developmental History,-0.010905491736399027,Uncertain
psych_medical_history,Medical History,-0.05996075745597124,Uncertain
psych_family_history,Family Psychiatric History,0.7595588060167323,Exact Match
psych_client_history,Client Psychiatric History,0.725940519388797,Exact Match
psych_social_history,Social History,-0.005210241276166939,Uncertain
psych_review_systems,Review of Systems,0.08190602919067899,Uncertain
psych_mental_exam,Mental Status Exam,0.004609893083736197,Uncertain
psych_assessmentplan,Assessment/Plan,-0.1973966955350038,Partial Contradiction
desc_distresstxt,,0.062143734270053784,Uncertain
w_triggerstxt,,-0.13955914373051886,Uncertain
plantxt,,-0.07090284878203787,Uncertain
intervention_activity,Intervention Activity,0.553193803178954,Weak Match
effectiveness_outcome,Effectiveness / Outcome,0.4693999639249794,Weak Match
behavior,BEHAVIOR,0.5249223684616985,Weak Match
plan_revisions,Plan Revisions,0.7436899177442731,Exact Match
goals_behaviors,Goals/Behaviors,0.6538965957881129,Exact Match
purpose,Purpose,0.553126421520112,Weak Match
inteventions,Interventions,0.335301668994094,Weak Match
impression,Clinical Impression,0.5711559078572753,Weak Match
purpose,Purpose,0.553126421520112,Weak Match
goals,Goals,0.533160847774508,Weak Match
course,Course of Treatment/Action,0.30660335334888694,Weak Match
intervention_text,Intervention (Interaction that occurred during service delivery and how it relates to plan of care),-0.005097161000092693,Uncertain
response_text,Response to today's intervention / changes in condition,0.04927131766528982,Uncertain
interventions_during_todays_session,Interventions during today's session,0.8344407146857832,Exact Match
not_applicable_explain,Explain Not Applicable answer from previous question,0.8204378641820363,Exact Match
service_recommendation_plan,Service Recommendation / Plan,0.4709832684718757,Weak Match
additional_information_and_comments,Additional Information or Comments,0.8872880528696904,Exact Match
interventionstb,"Describe interventions used, treatment goals addressed from the ISP (treatment plan) and client's response to intervention:",-0.12342515953690641,Uncertain
dangertootherstb,Suicidality / Danger to Others:,0.10273418381532586,Uncertain
Providertextbox,Provider / Client Plan of Action (or future directions/next steps):,-0.16261551532017127,Partial Contradiction
Progresstextbox,Progress on treatment plan (ISP) goals since last visit:*,-0.2545287215985363,Strong Contradiction
Itemstextbox,Items addressed today which are on the treatment plan (ISP)?,-0.12475970481688471,Uncertain
Interventionstextbox,Interventions used and client's response to treatment:,-0.13536348251120164,Uncertain
Moodtextbox,Mood / Behavior / Affect / Functioning / Substance Use:,-0.09096116788395232,Uncertain
Suicidalitytextbox,Suicidality / Danger to Others:,-0.1007345469027348,Uncertain
Providertextbox,Provider / Client Plan of Action (or future directions/next steps):,-0.1626152913918354,Partial Contradiction
Progresstextbox,Progress on goals since last visit:,-0.1526557468727151,Partial Contradiction
Interventionstextbox,"Interventions used and manner of delivery, including treatment goals addressed on ISP and client's response to intervention:",-0.11992009556146656,Uncertain
Moodtextbox,Mood / Behavior / Affect / Functioning / Substance Use:,-0.09096116788395232,Uncertain
Suicidalitytextbox,"Suicidality / Danger to Others: If suicidality / danger to others present, complete a Risk Assessment service. If not clinically relevant, put None Reported.",-0.2021318029617085,Partial Contradiction
Providertextbox,Provider / Client Plan of Action (or future directions/next steps):*,-0.14611697591028444,Uncertain
Progresstextbox,Progress on goals since last visit:,-0.1526557468727151,Partial Contradiction
Itemstextbox,What items from the treatment plan (ISP) were addressed today?,-0.12766260780969302,Uncertain
Interventionstextbox,"Interventions used and manner of delivery, including treatment goals addressed and client's response:",-0.14249894398665575,Uncertain
Suicidalitytextbox,Suicidality / Danger to Others:,-0.1007345469027348,Uncertain
Providertextbox,Provider / Client Plan of Action (or future directions/next steps):,-0.1626152913918354,Partial Contradiction
Progresstextbox,Progress on goals since last visit:,-0.1526557468727151,Partial Contradiction
Itemstextbox,Goals addressed from ISP (treatment plan) today:,-0.0862046673946261,Uncertain
Interventionstextbox,"Interventions used, manner of delivery, and client's response:",-0.07354830404219007,Uncertain
Moodtextbox,Mood / Behavior / Affect / Functioning / Substance Use:,-0.09096116788395232,Uncertain
Suicidalitytextbox,Suicidality / Danger to Others:,-0.1007345469027348,Uncertain
Providertextbox,Provider / Client Plan of Action (or future directions/next steps):,-0.1626152913918354,Partial Contradiction
victor_service,Service,0.031808060792637594,Uncertain
victor_next_steps,Next Steps,0.0033288783863231345,Uncertain
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",0.19569485660203004,Uncertain
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.21383951979340046,Weak Match
lastservice,Plan from Last Service,0.45665859519524205,Weak Match
scope,Scope of Service/Interventions,0.04308347975972552,Uncertain
response,Client Response to Interventions,0.4888512119233501,Weak Match
Narrative_text,Narrative,0.14004680189091356,Uncertain
purpose,Purpose,0.5531266067096386,Weak Match
note,Note,0.532822242668503,Weak Match
followup,Follow Up Task,0.6560484218959793,Exact Match
documentation_text,,0.0799788052815052,Uncertain
intervention_text,,-0.10917034267756043,Uncertain
response_text,,0.11224399366841716,Uncertain
progress_text,,-0.05561467017621411,Uncertain
intervention_description_and_narrative,Describe Interventions Delivered:,0.008772073376538236,Uncertain
patients_response_interventions_delivered,Describe the Patient's Response to Interventions Delivered & Plans for Follow Up:,0.6819124844294782,Exact Match
crisis_presenting_text,Crisis Presenting Problem,-0.26789638550548406,Strong Contradiction
describe_risk_text,"Describe Risk (ideation, intent, plan, means, attempt, & other applicable details)",0.3538220007922762,Weak Match
intervention_text,Intervention Description & Narrative:,-0.04467959750826647,Uncertain
patient_response_text,Describe the Patient's Response to Interventions Delivered:,0.34249812533308416,Weak Match
follow_up_text,"Follow Up, Plan, & Instructions Given to Patient:",0.23074837267780193,Weak Match
response,Client Response,0.4750503333231766,Weak Match
observations,Significant Observations,0.6425537604918736,Exact Match
response,Client Response,0.4750503333231766,Weak Match
barriers,Barriers to Treatment and Significant Observations,0.7247573379903329,Exact Match
note,Notes,0.6517329929996099,Exact Match
G_Addressed,Goal Addressed,0.3797339156418801,Weak Match
S_Changes,Significant changes that have occurred since last visit.,-0.01617924409989273,Uncertain
Intervention_txt,,-0.17212368383536156,Partial Contradiction
C_Reporttxt,,-0.12431863118962755,Uncertain
C_Responsetxt,,-0.11400459022591791,Uncertain
Plan_txt,,-0.1504388809956429,Partial Contradiction
problem,Problem,0.7408665218648343,Exact Match
progress_note,,0.026580947575501723,Uncertain
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",0.19569478427555034,Uncertain
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.21383973451185248,Weak Match
plan_last_service,Plan from Last Service,0.6460826866860409,Exact Match
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",0.19569478427555034,Uncertain
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.21383973451185248,Weak Match
plan_last_service,Plan from Last Service,0.6460826866860409,Exact Match
new_issues,New Issue(s)/Stressors/Extraordinary Events Presented Today,0.5383998952465633,Weak Match
assessment_update,Diagnostic Assessment Update Required?,0.32766302920767876,Weak Match
brief_mental_status_exam,Brief Mental Status Exam,0.6353202462973805,Exact Match
client_presents_a_danger,Client presents as a danger to,0.9194538804582524,Exact Match
danger_form_of,Danger is in the form of,0.6296054430215592,Exact Match
cm_goals_addressed,Goals Addressed,0.720678888124825,Exact Match
goals_addressed,Goals Addressed in this Session,0.8779227088682701,Exact Match
describe,Describe:,0.7742008366726146,Exact Match
comments_text,Comments:,0.0697806090167678,Uncertain
tx_plan_goal,Tx Plan Goal,0.5818878524286115,Weak Match
issue_observation_intervention_response_plan,"Presenting Issues by Client, Observation by Therapist and Clinical Intervention by Therapist:",0.602029699929056,Exact Match
more_space_text,Additional information:,0.043258578862077235,Uncertain
clinical_course,Clinical course of treatment including rationale for today's service,0.35107222701624136,Weak Match
changes_consumer,Changes in the consumer's condition or situation,0.575400490276434,Weak Match
response,Current status and response to treatment,0.42444619685007257,Weak Match
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",0.19569478427555034,Uncertain
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.21383973451185248,Weak Match
cc_note,Progress Note*,0.09649457801830846,Uncertain
note,Progress Note,0.4587375756725533,Weak Match
session_objective_text,Session Objective/Intervention for the session:,0.07668472379727963,Uncertain
session_summary_text,Session summary/brief narrative of session:,0.5650041594296245,Weak Match
mood_text,Mood/Affect/Behavior:,-0.02692445340660384,Uncertain
assignment_text,Assignment: (What the young person will do before the next session),0.12570412369267864,Uncertain
educational_text,Educational Component: (What the young person learned),0.03113789617635842,Uncertain
safety_text,"Safety: (Include any relevant updated information, including update to safety plan, crisis response, de-escalation and/or functional analysis if applicable)",0.1312789220470403,Uncertain
sa_cc_note,Progress Note,-0.05031196251735003,Uncertain
sa_cm_note,Progress Note,-0.0708862958866823,Uncertain
information_text,New Salient Information provided by client/family:,0.0015860247857154008,Uncertain
goals_text,Goal(s)/Objective(s) focused on in this session:,0.10416375933622941,Uncertain
interventions_text,Interventions provided and client/family response:,-0.03739344904924946,Uncertain
information_text,New Salient Information provided by client/family:,0.0015860247857154008,Uncertain
goals_text,Goal(s)/Objective(s) focused on in this session:,0.10416375933622941,Uncertain
interventions_text,Interventions provided and client/family response:,-0.03739344904924946,Uncertain
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive patterns or behaviors, encouragement of personality growth or development)?",0.19365021305924354,Uncertain
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.21383973451185248,Weak Match
issues,"Specific problems(s), issue(s), behavior(s), skill deficits addressed:",0.3737186151322112,Weak Match
mental,Update on client mental health status and significant life changes:,0.32245664866208973,Weak Match
effort,Case Manager’s Efforts/Activities:,0.3616926169772003,Weak Match
progress_since,"Progress Since Last Visit: Progress and Updates Since Last Visit OR If Appointment No Show/Cancelled, MUST Document Follow Up:",0.4842256415744121,Weak Match
purpose,Purpose of Contact:,0.3498048683011284,Weak Match
recipient_response,Recipient Response/Plans Toward Goal(s):,0.4399849148978901,Weak Match
present,Who was present/where encounter took place,0.4203349722030775,Weak Match
purpose,Purpose (goal/task being addressed),0.43802293012878435,Weak Match
goal_objective,Goal and Objective being Addressed:,0.3191315187930935,Weak Match
progress_towards,Progress towards Goals and Objectives:,0.5678043949829292,Weak Match
subjective,Subjective (Client's description of the problem):,0.33680862762644903,Weak Match
objective,Objective (Objective observations of the client and problem):,0.44773584821030427,Weak Match
progress_since,"Progress Since Last Visit: Progress and Updates Since Last Visit OR If Appointment No Show/Cancelled, MUST Document Follow Up:",0.4842256415744121,Weak Match
goals_objectives,Goals/Objectives from TX Plan Addressed Today:,0.4418229315287803,Weak Match
response,Recipient Response/Plans Toward Goal(s):,0.3309465191294772,Weak Match
subjective,Subjective (Client's description of the problem):,0.33680862762644903,Weak Match
objective,Objective (Objective observations of the client and problem):,0.44773584821030427,Weak Match
description,Description,0.5106881388525633,Weak Match
response,Response,0.4337319789906334,Weak Match
description,Description,0.5106881388525633,Weak Match
response,Response,0.4337319789906334,Weak Match
effectiveness,Effectiveness,0.29697161490789187,Weak Match
Progress_textbox,Observations Regarding Progress,-0.02209157767357859,Uncertain
Intervention_textbox,Notable Observations/Intervention Comments,-0.24041897101128185,Partial Contradiction
symptoms_problems,Symptoms/Problems Status,0.20021882411553737,Weak Match
plan_information,"Plan/Additional Information, if applicable",0.1652221774824678,Uncertain
content_text,,0.08040695175169442,Uncertain
response_text,,0.11224399366841716,Uncertain
response_text,,0.11224399366841716,Uncertain
current_report,Current Report of Functioning or Life Changes:,0.7207211715667831,Exact Match
appearance_other,"If other appearance, please describe:",0.7713991876451198,Exact Match
mood_other,"If other mood, please describe:",0.7168441880245221,Exact Match
affect_other,"If other affect, please describe:",0.6205515703268414,Exact Match
observations,Observations,0.49374224796263194,Weak Match
safety_details,Safety Plan Response/Details:,0.7285773625596894,Exact Match
presenting_problems,"Presenting Problem(s), as Indicated by Client/Family:",0.639659749468291,Exact Match
curr_report,Current Report of Functioning or Life Changes:,0.03742601886742345,Uncertain
appearance_other,"If ""Other"", please describe:",0.016452923752842644,Uncertain
mood_other,"If ""Other"", please describe:",-0.05817709595549431,Uncertain
affect_other,"If ""Other"", please describe:",0.2246245170295509,Weak Match
observations,Observations,0.49374224796263194,Weak Match
intervention_other,"If ""Other"" please explain:",-0.08548183774844809,Uncertain
progress_other,"If ""Other"" please explain:",0.06314737079324514,Uncertain
summary_response,Summary/Response of Interventions/Services,0.17648960502251215,Uncertain
safety_plan,Safety Plan Response/Details:,0.46972907459988655,Weak Match
scheduled_other,"If ""Other"" please explain:",-0.19359228955014507,Partial Contradiction
current_report,Current Report of Functioning or Life Changes:,0.7207211405167032,Exact Match
appearance_other,"If other appearance, please describe:",0.7713991876451198,Exact Match
mood_other,"If other mood, please describe:",0.7168441880245221,Exact Match
affect_other,"If other affect, please describe:",0.6205515703268414,Exact Match
observations,Observations,0.49374224796263194,Weak Match
safety_details,Safety Plan Response/Details:,0.7285773625596894,Exact Match
current_report,Current Report of Functioning or Life Changes:,0.7207211405167032,Exact Match
appearance_other,"If other appearance, please describe:",0.7713991876451198,Exact Match
mood_other,"If other mood, please describe:",0.7168441880245221,Exact Match
affect_other,"If other affect, please describe:",0.6205515703268414,Exact Match
observations,Observations,0.49374224796263194,Weak Match
safety_details,Safety Plan Response/Details:,0.7285773625596894,Exact Match
Summary_textbox,,-0.09954714017159483,Uncertain
Interventions_textbox,,-0.1858987515169893,Partial Contradiction
Assessments_textbox,,-0.15326801878870808,Partial Contradiction
Plan_textbox,,-0.17623526223758607,Partial Contradiction
description,Description of Activity/encounter:,0.6933661850428705,Exact Match
narrative,"Session Narrative: Describe goal, interventions, client’s response, and provider’s next steps to address symptoms, behaviors, conditions, or problems experienced due to the wildfire crisis. Include suicide risk level and current status.	",0.49258324303063844,Weak Match
riskofharm_notes,Explain (Risk of Harm),0.35354253705816374,Weak Match
focus,Focus of Session,0.3691409527018025,Weak Match
assessment_risk,Assessment of Risk,0.7376670069544032,Exact Match
response,Client Voice Response to Intervention/Progress,0.44958844893605177,Weak Match
description_issues,Description of Current Issues,0.6438117391697954,Exact Match
C_ManagementNotetxt,,-0.08153654217419845,Uncertain
service_plan_text,,-0.1337481865157022,Uncertain
tcm_service_text,,-0.0799431087648177,Uncertain
service,Service,0.5697629014039202,Weak Match
counseling_interventions,"""Therapeutic Interventions Provided""",-0.3054468916501617,Strong Contradiction
counseling_progress,Description of Service/Progress Towards Goals,-0.17458510627350524,Partial Contradiction
counseling_response,Client's/Other's response and insights to provider's intervention and recommendations,0.15803127044340418,Uncertain
counseling_plan,Additional Information/Plan (if applicable),-0.20129574744907724,Partial Contradiction
tbs_progress,Description of Service/Progress Towards Goals,-0.1443169977458203,Uncertain
tbs_intervention,Client's/Other's response and insights to provider's intervention and recommendations,-0.2497070934040774,Partial Contradiction
cpst_progress,Description of Service/Progress Towards Goals,0.09490963996102265,Uncertain
cpst_intervention,Client's/Other's response and insights to provider's intervention and recommendations,0.06311224548637027,Uncertain
purpose,Purpose,0.5531264022080038,Weak Match
Response,Response,0.5032584695005451,Weak Match
relevant_text,Relevant issues reported,0.12915884916231235,Uncertain
objectives_text,Person's Report of Progress Towards Goals / Objectives Since Last Session,-0.06812918435275134,Uncertain
narrative_text,Narrative/Interventions,0.11151514766634085,Uncertain
Narrative_text,,0.2469160636029961,Weak Match
narrative_text,Narrative,0.21273455660192653,Weak Match
situation_text,"SITUATION - Current status, functioning, active symptoms",-0.05644225105841197,Uncertain
intervention_text,INTERVENTION - Intervention used to address the symptoms*,0.1861246667133243,Uncertain
response_text,RESPONSE - Response of the Person to the intervention,-0.015956219314439024,Uncertain
Narrative_text,,0.2469160636029961,Weak Match
purposeofmeeting,Purpose of Meeting:,0.5141630206495443,Weak Match
response,Client Response:,0.451506805735813,Weak Match
purpose_text,PURPOSE: Directly relates to community support objective from IPC / ISA / One Plan.,-0.09130577760003625,Uncertain
activity_text,ACTIVITY: Describe the activity that relates to the service intervention. ,0.18686685080730012,Uncertain
other_text,Other Evidence Based Practice/promising practice (not otherwise listed):,-0.08914644070593154,Uncertain
response_text,RESPONSE: Individuals response to the service activity.,-0.1257168503532957,Uncertain
overall_text,OVERALL OUTCOME: Progress toward objective & plan for next service.*,0.06014445303305819,Uncertain
chief_complaint,Subjective/Chief Concern,-0.4646397661262729,Strong Contradiction
medication_effects,Medication Adverse Effects,0.2887463530813498,Weak Match
review_of_systems,Review of Systems/Medical Issues,0.7251589876867635,Exact Match
objective,Objective,0.4291059932302803,Weak Match
psych_assessment,Assessment,-0.0008092953382938126,Uncertain
medication_risks_benefits,Medication Risks and Benefits,0.7706941459228535,Exact Match
treatment_plan,Plan,0.008769990696635706,Uncertain
purpose_text,,0.04452715874659392,Uncertain
activity_text,,0.060414744199281785,Uncertain
response_text,,0.11224346104333066,Uncertain
overall_outcome_text,,-0.11924152523901657,Uncertain
individual_response,Individual's Response to Intervention,0.7646424709439742,Exact Match
talked_about,What we talked about,0.859374134786032,Exact Match
plans,Plans (Who will do what by when?),0.40812625596431573,Weak Match
summary_text,,0.1534114778675826,Uncertain
response,Client Response and Participation,0.222155383846509,Weak Match
planning,Discharge Planning/Follow Up,0.1884234520324621,Uncertain
purpose,Overall Purpose,0.4959040780928338,Weak Match
focus,Focus of Session,0.36914130975271314,Weak Match
mse,Mental Status Exam,0.07857511475901267,Uncertain
service,Service and Intervention Narrative,0.2481038871476515,Weak Match
response,Client Response and Participation,0.222155383846509,Weak Match
planning,Discharge Planning/Follow Up,0.1884234520324621,Uncertain
symptoms_text,Symptoms/Risk Factors,0.01585993880372032,Uncertain
intervention_text,Intervention,0.10011320885751766,Uncertain
response_text,Client response to intervention,0.19604895855531415,Uncertain
topicscovered_text,Topics Covered During SUD Treatment,0.20044137680546525,Weak Match
progress_text,Progress Made Towards Goals,0.01926260188702328,Uncertain
intervention_text,Intervention for Encounter,-0.0186318996212557,Uncertain
response_text,Client Response to Intervention During Encounter,0.10797276448399097,Uncertain
Goals,Goals and Objectives Targeted in the Session,0.3036186458421015,Weak Match
Response,Clients Response or Reaction to Treatment Intervention(s),0.3488689428921309,Weak Match
Observations,Significant Observations/Observation of Risk to Self or Others,0.5128839544171924,Weak Match
goals,Goals,0.5331614287186279,Weak Match
intervention_continued,Intervention Continued,0.9257466157770721,Exact Match
Update_Assessment,Update/Assessment,0.5791004749918209,Weak Match
InterventionTB,Intervention,0.22967855384934308,Weak Match
activity_1,Coordination Activity,-0.20373179186677373,Partial Contradiction
activity_2,Coordination Activity,-0.028164678756261826,Uncertain
activity_3,Coordination Activity,-0.055192000976222,Uncertain
activity_4,Coordination Activity,-0.035556457788029676,Uncertain
purpose_text,Purpose of this intervention,-0.04171245362872578,Uncertain
medical_necessity_text,Medical Necessity,0.09089515487638723,Uncertain
staff_role_text,Staff role,0.03706852305077727,Uncertain
behavior_text,"Participant behavior, affect, response to interventions provided",0.021090995836084148,Uncertain
next_steps_text,Next steps,0.11936570027831271,Uncertain
comments_text,Comments,0.06269957924800336,Uncertain
clinintervention_progress,Clinical Intervention / Progress Towards Measurable Outcomes,0.2881775294636623,Weak Match
progress_note,Progress Note,0.4905681906934821,Weak Match
intervension_focus_of_session,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",-0.23560453248262123,Partial Contradiction
describe_intervensions_provided,Describe the interventions provided.,0.9481697092467458,Exact Match
describe_clients_response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.7568456475773494,Exact Match
document_the_plan,Document the plan. If there were barriers describe the plan to overcome the barriers.,0.8697909029227702,Exact Match
plan_from_last_service,Plan from Last Service,0.7094420276790018,Exact Match
employment_education,Employment/education goals addressed in this session,0.2217401134581662,Weak Match
narrative,Tobacco Cessation Services Provided:,0.0391402244696528,Uncertain
response,Client response (and family if applicable) to session provided: Prompt client to restate to reflect learning:,0.4918893388944517,Weak Match
housing_intervention,Content / Intervention and Progress,-0.2777039977480708,Strong Contradiction
peer_intervention,Content / Intervention and Progress,-0.2497861929196277,Partial Contradiction
residential_progress,"Progress (or lack of) towards Treatment Plans, Goals, Objectives addressed by this Progress Note",-0.2910221220498462,Strong Contradiction
residential_assessment_plan,Case Manager's Assessment / Plan of Action,-0.6413532553753549,Strong Contradiction
lincoln_service,Service,-0.02864802493892126,Uncertain
lincoln_next_steps,"Next Steps including, but not limited to, planned action steps by the provider or by the beneficiary, collaboration with the beneficiary, collaboration with other provider(s) and any update to the problem list as appropriate.",-0.26944105915687644,Strong Contradiction
summary_text,Summary,0.2744410690316684,Weak Match
additional_summary_text,Additional Summary,0.3236422577087128,Weak Match
psych_assessment_plan,Psych Assessment & Plan,0.4381965836903649,Weak Match
focus,"What was the focus of the session (i.e alleviation of emotional disturbances, reversal or change of maladaptive Patters or behaviors, encouragement of personality growth or development)?",0.1911364625136468,Uncertain
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barrier to progress.",0.1988459225840345,Uncertain
GoalTB,Client Goal Addressed (FACE TO FACE ONLY),0.06473026972192257,Uncertain
InterventionTB,Staff Intervention (FACE TO FACE ONLY),0.37481071336222704,Weak Match
ResponseTB,Client Response to Intervention (FACE TO FACE ONLY),0.3663284448543273,Weak Match
PlanTB,Plan (What are the next Steps):,0.06612190305527053,Uncertain
NotesTB,Notes:,0.3039072940338806,Weak Match
if_yes,If Yes Specify:,0.6254683163537723,Exact Match
purpose_of, Purpose of Visit:,0.17364164236333018,Uncertain
behavioral_obs,Behavioral Observations:,0.11308019054520026,Uncertain
additional_comments,Additional Comments:,0.8495600557403044,Exact Match
fyes_spec,If Yes Specify:,0.5482111301755256,Weak Match
findings_planemptytxt,Findings and Plan,-0.022262043304454835,Uncertain
note_topics,Note On Topics Discussed Findings & Plan:,0.4371160771998085,Weak Match
persons_involved, Persons involved in this event:,0.721943822859998,Exact Match
desc_activitytxt,Describe Individualized Activity,-0.0748011387862368,Uncertain
situation_text,Situation,0.07664078640041926,Uncertain
intervention_text,Intervention,0.10011331568965061,Uncertain
response_text,Response,0.1496995026613816,Uncertain
situation,Situation,0.41653296005897583,Weak Match
response,Client Response,0.4750499871861188,Weak Match
appointment,Next Appointment Date/Time,0.4142093128720984,Weak Match
situation,Situation,0.41653296005897583,Weak Match
response,Client Response to Intervention,0.5065677372992986,Weak Match
situation,Situation,0.41653296005897583,Weak Match
stage,List treatment stage,0.34160369708851246,Weak Match
response,Client Response to Intervention,0.5065671649066491,Weak Match
referral,Referral,0.5093107445749799,Weak Match
whyreferred,"If referred, please explain why.",0.543700145800286,Weak Match
appt,Next Appoint Date/Time,0.16234870295100415,Uncertain
situation,Situation,0.4165319365966508,Weak Match
next_appointment,Next Appointment Date/Time,0.6787355527987368,Exact Match
situation,Situation,0.4165319365966508,Weak Match
response,Client Response,0.4750505212157969,Weak Match
appt,Next Appointment Date/Time,0.23503821645448428,Weak Match
nature_text,,-0.06803345762381535,Uncertain
men_stat_text,,-0.10620969643820982,Uncertain
req_description_text,,-0.0495264694310591,Uncertain
safetyplan_text,Safety Plan,-0.006326842737194929,Uncertain
response,Response:,0.4525454654678757,Weak Match
response,Client Response,0.4750505212157969,Weak Match
notes_textbox,Notes:,0.09725841230408892,Uncertain
plan_textbox,Plan:,0.07087260854702658,Uncertain
notes_textbox,Notes:,0.09725841230408892,Uncertain
plan_textbox,Plan:,0.07087260854702658,Uncertain
notes_tb,Notes:,-0.027959125060527844,Uncertain
event_text,,-0.04418104634127628,Uncertain
intervention_text, ,-0.15477619661487174,Partial Contradiction
hide_PLAN_header, ,-0.26823450925508135,Strong Contradiction
hide_TREATMENT_header, ,-0.22925270235153325,Partial Contradiction
hide_ASSESSMENT_header, ,-0.22194289141002252,Partial Contradiction
situation,Situation,0.4165319365966508,Weak Match
response,Client Response,0.4750505212157969,Weak Match
response,Client Response to Intervention,0.5065671649066491,Weak Match
response,Client Response to Intervention,0.5065671649066491,Weak Match
response,Client Response to Intervention,0.5065671649066491,Weak Match
response,Client Response to Intervention,0.5065671649066491,Weak Match
content_of_contact,Content of Contact,0.5689495261189199,Weak Match
action_taken,Action Taken/Referrals/Additional Needs,0.6902938757787337,Exact Match
goals_addressed,Goals Addressed,0.9020931184878401,Exact Match
situation_text,,0.06689884109768195,Uncertain
response_text,,0.11224424299058869,Uncertain
purpose,Purpose,0.5531257075340794,Weak Match
response,Response,0.4337309249223206,Weak Match
description,Description:,0.5644697786845014,Weak Match
client_response,Client Response to Intervention,0.6311849638603304,Exact Match
client_intervsummary,"What client said, intervention, and summary of session:",0.07611833090355032,Uncertain
client_response,Client response to intervention:,0.6825503537821711,Exact Match
assigned_homework,"Assigned homework, action steps, or comments on plan:",0.4371588487505069,Weak Match
narrative,Brief Narrative of Session,0.41273461558900665,Weak Match
living_skills_text,Community Living Skills Note,0.20158245900119606,Weak Match
socialization_text,Socialization Note,0.4142093479310201,Weak Match
advocacy_text,Self-Advocacy Note,0.3966266237599962,Weak Match
supports_text,Developing Natural Supports Note,0.37402759916234546,Weak Match
sharing_text,Sharing Note,0.5141423809661301,Weak Match
topics_discussed,Topics Discussed:,0.8724375090741332,Exact Match
narrative,Narrative*,0.38734715942525544,Weak Match
status_text,,0.11052132803320981,Uncertain
explanation_skills_text,,-0.025986015806651504,Uncertain
explanation_training_text,,-0.1629055250780595,Partial Contradiction
