field_key,field_title,validity_stats,token_valid_ratio,char_valid_ratio,valid_tokens,invalid_tokens,tokens,token_validity_ratio_label,camel_case_flag,snake_case_flag,clean_word_flag,missing_field_title
satisfaction,Satisfaction: A client quote or other indicator of the client or guardian's report of satisfaction or dissatisfaction with the services coordinated during this session.,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['satisfaction'], 'invalid_tokens': [], 'tokens': ['satisfaction']}",1.0,1.0,['satisfaction'],[],['satisfaction'],VALID,False,False,False,False
psych_chief_complaint,Today's Chief Complaint/Reason for Visit,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'chief', 'complaint'], 'invalid_tokens': [], 'tokens': ['psych', 'chief', 'complaint']}",1.0,1.0,"['psych', 'chief', 'complaint']",[],"['psych', 'chief', 'complaint']",VALID,False,True,False,False
psych_side_effects,Side Effects - Specify,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'side', 'effects'], 'invalid_tokens': [], 'tokens': ['psych', 'side', 'effects']}",1.0,1.0,"['psych', 'side', 'effects']",[],"['psych', 'side', 'effects']",VALID,False,True,False,False
psych_illness,General History of Present Illness - Narrative,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'illness'], 'invalid_tokens': [], 'tokens': ['psych', 'illness']}",1.0,1.0,"['psych', 'illness']",[],"['psych', 'illness']",VALID,False,True,False,False
psych_review_systems_comments,Review of Systems & Active Medical Problems- Comments,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'review', 'systems', 'comments'], 'invalid_tokens': [], 'tokens': ['psych', 'review', 'systems', 'comments']}",1.0,1.0,"['psych', 'review', 'systems', 'comments']",[],"['psych', 'review', 'systems', 'comments']",VALID,False,True,False,False
psych_medical_history,Past Psychiatric/Medical History including Past Medication Trials,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'medical', 'history'], 'invalid_tokens': [], 'tokens': ['psych', 'medical', 'history']}",1.0,1.0,"['psych', 'medical', 'history']",[],"['psych', 'medical', 'history']",VALID,False,True,False,False
psych_family_history,Family History,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'family', 'history'], 'invalid_tokens': [], 'tokens': ['psych', 'family', 'history']}",1.0,1.0,"['psych', 'family', 'history']",[],"['psych', 'family', 'history']",VALID,False,True,False,False
psych_social_history,Social History,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'social', 'history'], 'invalid_tokens': [], 'tokens': ['psych', 'social', 'history']}",1.0,1.0,"['psych', 'social', 'history']",[],"['psych', 'social', 'history']",VALID,False,True,False,False
psych_substance_use_history,Substance Use History,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'substance', 'use', 'history'], 'invalid_tokens': [], 'tokens': ['psych', 'substance', 'use', 'history']}",1.0,1.0,"['psych', 'substance', 'use', 'history']",[],"['psych', 'substance', 'use', 'history']",VALID,False,True,False,False
psych_mental_status_comments,"Mental status exam additional comments, Descriptions","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'mental', 'status', 'comments'], 'invalid_tokens': [], 'tokens': ['psych', 'mental', 'status', 'comments']}",1.0,1.0,"['psych', 'mental', 'status', 'comments']",[],"['psych', 'mental', 'status', 'comments']",VALID,False,True,False,False
psych_plan,Plan,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'plan'], 'invalid_tokens': [], 'tokens': ['psych', 'plan']}",1.0,1.0,"['psych', 'plan']",[],"['psych', 'plan']",VALID,False,True,False,False
psych_medication_information_education,Medication Information and Education,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'medication', 'information', 'education'], 'invalid_tokens': [], 'tokens': ['psych', 'medication', 'information', 'education']}",1.0,1.0,"['psych', 'medication', 'information', 'education']",[],"['psych', 'medication', 'information', 'education']",VALID,False,True,False,False
psych_psychosocial_environmental_other_factors,"Psychosocial, Environmental, and Other Factors - Comments","{'token_valid_ratio': 0.8, 'char_valid_ratio': 0.7143, 'valid_tokens': ['psych', 'environmental', 'other', 'factors'], 'invalid_tokens': ['psychosocial'], 'tokens': ['psych', 'psychosocial', 'environmental', 'other', 'factors']}",0.8,0.7143,"['psych', 'environmental', 'other', 'factors']",['psychosocial'],"['psych', 'psychosocial', 'environmental', 'other', 'factors']",PARTIAL,False,True,False,False
purpose_text,,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['purpose', 'text'], 'invalid_tokens': [], 'tokens': ['purpose', 'text']}",1.0,1.0,"['purpose', 'text']",[],"['purpose', 'text']",VALID,False,True,False,True
activity_text,,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['activity', 'text'], 'invalid_tokens': [], 'tokens': ['activity', 'text']}",1.0,1.0,"['activity', 'text']",[],"['activity', 'text']",VALID,False,True,False,True
response_text,,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response', 'text'], 'invalid_tokens': [], 'tokens': ['response', 'text']}",1.0,1.0,"['response', 'text']",[],"['response', 'text']",VALID,False,True,False,True
overall_outcome_text,,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['overall', 'outcome', 'text'], 'invalid_tokens': [], 'tokens': ['overall', 'outcome', 'text']}",1.0,1.0,"['overall', 'outcome', 'text']",[],"['overall', 'outcome', 'text']",VALID,False,True,False,True
skills_text,"Reason for visit, what skills, tools, and techniques were reviewed with the client and how do those relate to the client's treatment goal? *","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['skills', 'text'], 'invalid_tokens': [], 'tokens': ['skills', 'text']}",1.0,1.0,"['skills', 'text']",[],"['skills', 'text']",VALID,False,True,False,False
quote_text,"Using a client quote,what was the client's response to today's session *","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['quote', 'text'], 'invalid_tokens': [], 'tokens': ['quote', 'text']}",1.0,1.0,"['quote', 'text']",[],"['quote', 'text']",VALID,False,True,False,False
progress_text,What is the provider's perspective on the client's progress and engagement in this session? *,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['progress', 'text'], 'invalid_tokens': [], 'tokens': ['progress', 'text']}",1.0,1.0,"['progress', 'text']",[],"['progress', 'text']",VALID,False,True,False,False
act_progress,"Movement toward treatment plan objectives by (include Individual's perception of services, supports and/or treatment and progress toward goals)","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['act', 'progress'], 'invalid_tokens': [], 'tokens': ['act', 'progress']}",1.0,1.0,"['act', 'progress']",[],"['act', 'progress']",VALID,False,True,False,False
act_staff_intervention,"Staff intervention (i.e. modality, EBP, assignment of homework, etc.)","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['act', 'staff', 'intervention'], 'invalid_tokens': [], 'tokens': ['act', 'staff', 'intervention']}",1.0,1.0,"['act', 'staff', 'intervention']",[],"['act', 'staff', 'intervention']",VALID,False,True,False,False
act_individual_response,Individual's Response to Intervention,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['act', 'individual', 'response'], 'invalid_tokens': [], 'tokens': ['act', 'individual', 'response']}",1.0,1.0,"['act', 'individual', 'response']",[],"['act', 'individual', 'response']",VALID,False,True,False,False
individual_response,Individual's Response to Intervention,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['individual', 'response'], 'invalid_tokens': [], 'tokens': ['individual', 'response']}",1.0,1.0,"['individual', 'response']",[],"['individual', 'response']",VALID,False,True,False,False
problem_text,Problem,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['problem', 'text'], 'invalid_tokens': [], 'tokens': ['problem', 'text']}",1.0,1.0,"['problem', 'text']",[],"['problem', 'text']",VALID,False,True,False,False
intervention_text,Intervention,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['intervention', 'text'], 'invalid_tokens': [], 'tokens': ['intervention', 'text']}",1.0,1.0,"['intervention', 'text']",[],"['intervention', 'text']",VALID,False,True,False,False
evaluation_text,Evaluation,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['evaluation', 'text'], 'invalid_tokens': [], 'tokens': ['evaluation', 'text']}",1.0,1.0,"['evaluation', 'text']",[],"['evaluation', 'text']",VALID,False,True,False,False
Description,Description of Crisis,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['description'], 'invalid_tokens': [], 'tokens': ['description']}",1.0,1.0,['description'],[],['description'],VALID,False,False,True,False
Client_Coping,Client's Coping Skills Used to Reduce Crisis,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['client', 'coping'], 'invalid_tokens': [], 'tokens': ['client', 'coping']}",1.0,1.0,"['client', 'coping']",[],"['client', 'coping']",VALID,False,True,False,False
Community,Community Resources Used/Accessed,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['community'], 'invalid_tokens': [], 'tokens': ['community']}",1.0,1.0,['community'],[],['community'],VALID,False,False,True,False
goals,Goals Addressed,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['goals'], 'invalid_tokens': [], 'tokens': ['goals']}",1.0,1.0,['goals'],[],['goals'],VALID,False,False,False,False
response,Participation/Response,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response'], 'invalid_tokens': [], 'tokens': ['response']}",1.0,1.0,['response'],[],['response'],VALID,False,False,False,False
observation,Staff Observations and Assessment,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['observation'], 'invalid_tokens': [], 'tokens': ['observation']}",1.0,1.0,['observation'],[],['observation'],VALID,False,False,False,False
response,Client Response,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response'], 'invalid_tokens': [], 'tokens': ['response']}",1.0,1.0,['response'],[],['response'],VALID,False,False,False,False
treatment_provided,Treatment provided (Document treatment and client outcome during session):,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['treatment', 'provided'], 'invalid_tokens': [], 'tokens': ['treatment', 'provided']}",1.0,1.0,"['treatment', 'provided']",[],"['treatment', 'provided']",VALID,False,True,False,False
treatment_goals,Progress toward Treatment Goals (Document progress toward this treatment goal):,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['treatment', 'goals'], 'invalid_tokens': [], 'tokens': ['treatment', 'goals']}",1.0,1.0,"['treatment', 'goals']",[],"['treatment', 'goals']",VALID,False,True,False,False
suicidal_ideation_text,,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['suicidal', 'ideation', 'text'], 'invalid_tokens': [], 'tokens': ['suicidal', 'ideation', 'text']}",1.0,1.0,"['suicidal', 'ideation', 'text']",[],"['suicidal', 'ideation', 'text']",VALID,False,True,False,True
homicidal_ideation_text,,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['homicidal', 'ideation', 'text'], 'invalid_tokens': [], 'tokens': ['homicidal', 'ideation', 'text']}",1.0,1.0,"['homicidal', 'ideation', 'text']",[],"['homicidal', 'ideation', 'text']",VALID,False,True,False,True
community_resources,Referral to Community Resources:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['community', 'resources'], 'invalid_tokens': [], 'tokens': ['community', 'resources']}",1.0,1.0,"['community', 'resources']",[],"['community', 'resources']",VALID,False,True,False,False
contact_with_caregiver,Contact with Caregiver:,"{'token_valid_ratio': 0.6667, 'char_valid_ratio': 0.55, 'valid_tokens': ['contact', 'with'], 'invalid_tokens': ['caregiver'], 'tokens': ['contact', 'with', 'caregiver']}",0.6667,0.55,"['contact', 'with']",['caregiver'],"['contact', 'with', 'caregiver']",PARTIAL,False,True,False,False
coordination_of_services_text,,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['coordination', 'of', 'services', 'text'], 'invalid_tokens': [], 'tokens': ['coordination', 'of', 'services', 'text']}",1.0,1.0,"['coordination', 'of', 'services', 'text']",[],"['coordination', 'of', 'services', 'text']",VALID,False,True,False,True
details_of_contact,Details of Contact,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['details', 'of', 'contact'], 'invalid_tokens': [], 'tokens': ['details', 'of', 'contact']}",1.0,1.0,"['details', 'of', 'contact']",[],"['details', 'of', 'contact']",VALID,False,True,False,False
specific_interventions,"Specific interventions provided by clinician and targeted actions taken, based on curriculum used, to educate or practice skills to support the consumer toward achieving the identified service plan goal/objective focused on during the session.","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['specific', 'interventions'], 'invalid_tokens': [], 'tokens': ['specific', 'interventions']}",1.0,1.0,"['specific', 'interventions']",[],"['specific', 'interventions']",VALID,False,True,False,False
member,"Member (and family, when applicable) response to the session or intervention (what did the member do in session?):","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['member'], 'invalid_tokens': [], 'tokens': ['member']}",1.0,1.0,['member'],[],['member'],VALID,False,False,False,False
needs,"Any new needs, goals, and/or objectives identified during session or service:","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['needs'], 'invalid_tokens': [], 'tokens': ['needs']}",1.0,1.0,['needs'],[],['needs'],VALID,False,False,False,False
any_new_needs,"Any new needs, goals, or objectives identified during services:","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['any', 'new', 'needs'], 'invalid_tokens': [], 'tokens': ['any', 'new', 'needs']}",1.0,1.0,"['any', 'new', 'needs']",[],"['any', 'new', 'needs']",VALID,False,True,False,False
progress_barriers,Progress or Barriers made towards goals and/or objectives:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['progress', 'barriers'], 'invalid_tokens': [], 'tokens': ['progress', 'barriers']}",1.0,1.0,"['progress', 'barriers']",[],"['progress', 'barriers']",VALID,False,True,False,False
specific_activites,"Specific activities performed by Case Manager on behalf of the client/family AND client (and family, when applicable) response to the services (What client did and said during session)","{'token_valid_ratio': 0.5, 'char_valid_ratio': 0.4706, 'valid_tokens': ['specific'], 'invalid_tokens': ['activites'], 'tokens': ['specific', 'activites']}",0.5,0.4706,['specific'],['activites'],"['specific', 'activites']",INVALID,False,True,False,False
specific_interventions,"Specific interventions provided by clinician and targeted actions taken, based on curriculum used, to educate or practice skills to support the consumer toward achieving the identified service plan goal/objective focused on during the session.","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['specific', 'interventions'], 'invalid_tokens': [], 'tokens': ['specific', 'interventions']}",1.0,1.0,"['specific', 'interventions']",[],"['specific', 'interventions']",VALID,False,True,False,False
progress_barriers,"Progress, or barriers to progress, made in treatment as it relates to the goals and/or objectives, as evidenced by:","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['progress', 'barriers'], 'invalid_tokens': [], 'tokens': ['progress', 'barriers']}",1.0,1.0,"['progress', 'barriers']",[],"['progress', 'barriers']",VALID,False,True,False,False
any_new_needs,"Any new needs, goals, and/or objectives identified during session or service:","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['any', 'new', 'needs'], 'invalid_tokens': [], 'tokens': ['any', 'new', 'needs']}",1.0,1.0,"['any', 'new', 'needs']",[],"['any', 'new', 'needs']",VALID,False,True,False,False
specific_interventions,"Specific interventions provided by peer and targeted actions taken to support, assist, model, or mentor the consumer toward achieving the identified service plan goal/objective focused on during the session","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['specific', 'interventions'], 'invalid_tokens': [], 'tokens': ['specific', 'interventions']}",1.0,1.0,"['specific', 'interventions']",[],"['specific', 'interventions']",VALID,False,True,False,False
progress_barriers,"Progress, or barriers to progress, made in treatment as it relates to the goals and/or objectives, as evidenced by:","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['progress', 'barriers'], 'invalid_tokens': [], 'tokens': ['progress', 'barriers']}",1.0,1.0,"['progress', 'barriers']",[],"['progress', 'barriers']",VALID,False,True,False,False
any_new_needs,"Any new needs, goals, and/or objectives identified during session or service:","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['any', 'new', 'needs'], 'invalid_tokens': [], 'tokens': ['any', 'new', 'needs']}",1.0,1.0,"['any', 'new', 'needs']",[],"['any', 'new', 'needs']",VALID,False,True,False,False
act_intervention,Content / Intervention and Progress,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['act', 'intervention'], 'invalid_tokens': [], 'tokens': ['act', 'intervention']}",1.0,1.0,"['act', 'intervention']",[],"['act', 'intervention']",VALID,False,True,False,False
cm_intervention,Content / Intervention and Progress,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['cm', 'intervention'], 'invalid_tokens': [], 'tokens': ['cm', 'intervention']}",1.0,1.0,"['cm', 'intervention']",[],"['cm', 'intervention']",VALID,False,True,False,False
group_response,Response to Group,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['group', 'response'], 'invalid_tokens': [], 'tokens': ['group', 'response']}",1.0,1.0,"['group', 'response']",[],"['group', 'response']",VALID,False,True,False,False
progress_intervention,Content / Intervention and Progress,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['progress', 'intervention'], 'invalid_tokens': [], 'tokens': ['progress', 'intervention']}",1.0,1.0,"['progress', 'intervention']",[],"['progress', 'intervention']",VALID,False,True,False,False
summary_of_treatment_goals,Summary of treatment goals / objectives / interventions addressed with this contact,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['summary', 'of', 'treatment', 'goals'], 'invalid_tokens': [], 'tokens': ['summary', 'of', 'treatment', 'goals']}",1.0,1.0,"['summary', 'of', 'treatment', 'goals']",[],"['summary', 'of', 'treatment', 'goals']",VALID,False,True,False,False
interventions_methods,Intervention(s) / Method(s) Details,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['interventions', 'methods'], 'invalid_tokens': [], 'tokens': ['interventions', 'methods']}",1.0,1.0,"['interventions', 'methods']",[],"['interventions', 'methods']",VALID,False,True,False,False
response_progress,Response to Intervention / Progress Toward Outcomes and Objectives,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response', 'progress'], 'invalid_tokens': [], 'tokens': ['response', 'progress']}",1.0,1.0,"['response', 'progress']",[],"['response', 'progress']",VALID,False,True,False,False
summary_of_treatment,Summary of treatment / goals / objectives / interventions addressed with this visit,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['summary', 'of', 'treatment'], 'invalid_tokens': [], 'tokens': ['summary', 'of', 'treatment']}",1.0,1.0,"['summary', 'of', 'treatment']",[],"['summary', 'of', 'treatment']",VALID,False,True,False,False
action_plan,Action Plan - 1,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['action', 'plan'], 'invalid_tokens': [], 'tokens': ['action', 'plan']}",1.0,1.0,"['action', 'plan']",[],"['action', 'plan']",VALID,False,True,False,False
intervention_text,Intervention:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['intervention', 'text'], 'invalid_tokens': [], 'tokens': ['intervention', 'text']}",1.0,1.0,"['intervention', 'text']",[],"['intervention', 'text']",VALID,False,True,False,False
response_text,Response:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response', 'text'], 'invalid_tokens': [], 'tokens': ['response', 'text']}",1.0,1.0,"['response', 'text']",[],"['response', 'text']",VALID,False,True,False,False
progress_text,Progress:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['progress', 'text'], 'invalid_tokens': [], 'tokens': ['progress', 'text']}",1.0,1.0,"['progress', 'text']",[],"['progress', 'text']",VALID,False,True,False,False
additional,Additional Details about Contact:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['additional'], 'invalid_tokens': [], 'tokens': ['additional']}",1.0,1.0,['additional'],[],['additional'],VALID,False,False,False,False
field_notes,"Field Notes (Client Concerns, Provider Intervention, Response):","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['field', 'notes'], 'invalid_tokens': [], 'tokens': ['field', 'notes']}",1.0,1.0,"['field', 'notes']",[],"['field', 'notes']",VALID,False,True,False,False
new_interventions,The following new Interventions will be implemented: (when there are new interventions):,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['new', 'interventions'], 'invalid_tokens': [], 'tokens': ['new', 'interventions']}",1.0,1.0,"['new', 'interventions']",[],"['new', 'interventions']",VALID,False,True,False,False
brief_narrative,Brief Narrative:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['brief', 'narrative'], 'invalid_tokens': [], 'tokens': ['brief', 'narrative']}",1.0,1.0,"['brief', 'narrative']",[],"['brief', 'narrative']",VALID,False,True,False,False
collateral_contacttb,Collateral Contact,"{'token_valid_ratio': 0.5, 'char_valid_ratio': 0.5263, 'valid_tokens': ['collateral'], 'invalid_tokens': ['contacttb'], 'tokens': ['collateral', 'contacttb']}",0.5,0.5263,['collateral'],['contacttb'],"['collateral', 'contacttb']",INVALID,False,True,False,False
GoalTB,Client Goal Addressed,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['goal', 'tb'], 'invalid_tokens': [], 'tokens': ['goal', 'tb']}",1.0,1.0,"['goal', 'tb']",[],"['goal', 'tb']",VALID,True,False,False,False
InterventionTB,Staff Intervention,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['intervention', 'tb'], 'invalid_tokens': [], 'tokens': ['intervention', 'tb']}",1.0,1.0,"['intervention', 'tb']",[],"['intervention', 'tb']",VALID,True,False,False,False
ResponseTB,Client Response to Intervention,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response', 'tb'], 'invalid_tokens': [], 'tokens': ['response', 'tb']}",1.0,1.0,"['response', 'tb']",[],"['response', 'tb']",VALID,True,False,False,False
PlanTB,Plan (What are the next Steps):,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['plan', 'tb'], 'invalid_tokens': [], 'tokens': ['plan', 'tb']}",1.0,1.0,"['plan', 'tb']",[],"['plan', 'tb']",VALID,True,False,False,False
GoalTB,Client Goal Addressed,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['goal', 'tb'], 'invalid_tokens': [], 'tokens': ['goal', 'tb']}",1.0,1.0,"['goal', 'tb']",[],"['goal', 'tb']",VALID,True,False,False,False
InterventionTB,Staff Intervention,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['intervention', 'tb'], 'invalid_tokens': [], 'tokens': ['intervention', 'tb']}",1.0,1.0,"['intervention', 'tb']",[],"['intervention', 'tb']",VALID,True,False,False,False
ResponseTB,Client Response to Intervention,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response', 'tb'], 'invalid_tokens': [], 'tokens': ['response', 'tb']}",1.0,1.0,"['response', 'tb']",[],"['response', 'tb']",VALID,True,False,False,False
PlanTB,Plan (What are the next Steps):,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['plan', 'tb'], 'invalid_tokens': [], 'tokens': ['plan', 'tb']}",1.0,1.0,"['plan', 'tb']",[],"['plan', 'tb']",VALID,True,False,False,False
GoalTB,Client Goal Addressed (FACE TO FACE ONLY),"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['goal', 'tb'], 'invalid_tokens': [], 'tokens': ['goal', 'tb']}",1.0,1.0,"['goal', 'tb']",[],"['goal', 'tb']",VALID,True,False,False,False
InterventionTB,Staff Intervention (FACE TO FACE ONLY),"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['intervention', 'tb'], 'invalid_tokens': [], 'tokens': ['intervention', 'tb']}",1.0,1.0,"['intervention', 'tb']",[],"['intervention', 'tb']",VALID,True,False,False,False
ResponseTB,Client Response to Intervention (FACE TO FACE ONLY),"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response', 'tb'], 'invalid_tokens': [], 'tokens': ['response', 'tb']}",1.0,1.0,"['response', 'tb']",[],"['response', 'tb']",VALID,True,False,False,False
PlanTB,Plan (What are the next Steps):,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['plan', 'tb'], 'invalid_tokens': [], 'tokens': ['plan', 'tb']}",1.0,1.0,"['plan', 'tb']",[],"['plan', 'tb']",VALID,True,False,False,False
GoalTB,Client Goal Addressed,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['goal', 'tb'], 'invalid_tokens': [], 'tokens': ['goal', 'tb']}",1.0,1.0,"['goal', 'tb']",[],"['goal', 'tb']",VALID,True,False,False,False
InterventionTB,Staff Intervention,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['intervention', 'tb'], 'invalid_tokens': [], 'tokens': ['intervention', 'tb']}",1.0,1.0,"['intervention', 'tb']",[],"['intervention', 'tb']",VALID,True,False,False,False
ResponseTB,Client Response to Intervention,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response', 'tb'], 'invalid_tokens': [], 'tokens': ['response', 'tb']}",1.0,1.0,"['response', 'tb']",[],"['response', 'tb']",VALID,True,False,False,False
PlanTB,Plan (What are the next Steps):,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['plan', 'tb'], 'invalid_tokens': [], 'tokens': ['plan', 'tb']}",1.0,1.0,"['plan', 'tb']",[],"['plan', 'tb']",VALID,True,False,False,False
others_presenttxt,,"{'token_valid_ratio': 0.5, 'char_valid_ratio': 0.375, 'valid_tokens': ['others'], 'invalid_tokens': ['presenttxt'], 'tokens': ['others', 'presenttxt']}",0.5,0.375,['others'],['presenttxt'],"['others', 'presenttxt']",INVALID,False,True,False,True
additional_comments,Additional Comments:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['additional', 'comments'], 'invalid_tokens': [], 'tokens': ['additional', 'comments']}",1.0,1.0,"['additional', 'comments']",[],"['additional', 'comments']",VALID,False,True,False,False
add_commentstwo,Additional Comments:,"{'token_valid_ratio': 0.5, 'char_valid_ratio': 0.2143, 'valid_tokens': ['add'], 'invalid_tokens': ['commentstwo'], 'tokens': ['add', 'commentstwo']}",0.5,0.2143,['add'],['commentstwo'],"['add', 'commentstwo']",INVALID,False,True,False,False
