field_key,field_title,field_type,field_key_exists_in_library_flag,row_id,missing_field_title,token_valid_ratio,invalid_tokens,token_validity_ratio_label,containment_title,matched_tokens,key_tokens,title_tokens,containment_title_label,cosine_sim,cosine_verdict,nli_axis,nli_axis_label,len_ratio,facet_hard_mismatch,facet_partial_mismatch,facet_missing_context,facet_hidden_agent,facet_temporal_mismatch,facet_token_validity_issues,facet_title_missing,semantic_severity,structural_severity,final_severity,reasons
response_text,,textarea,False,1263,True,1.0,[],VALID,0.0,[],"['text', 'response']",['nan'],LOW,0.14558503031730652,LOW,0.11224399366841716,Uncertain,0.5,True,False,False,False,False,False,True,0.3773487071957171,0.0,0.11320461215871513,"hard_mismatch, title_missing"
overall_outcome_text,,textarea,False,1265,True,1.0,[],VALID,0.0,[],"['overall', 'outcome', 'text']",['nan'],LOW,0.10344771295785904,LOW,-0.11924152921731743,Uncertain,0.3333333333333333,True,False,False,False,False,False,True,0.29526185512216246,0.0,0.08857855653664874,"hard_mismatch, title_missing"
skills_text,"Reason for visit, what skills, tools, and techniques were reviewed with the client and how do those relate to the client's treatment goal? *",textarea,False,1266,False,1.0,[],VALID,0.0769,['skill'],"['text', 'skill']","['reason', 'what', 'review', 'tool', 'technique', 'goal', 'do', 'how', 'client', 'visit', 'treatment', 'skill', 'relate']",LOW,0.2133558839559555,LOW,-0.1326328862166244,Uncertain,3.0,True,False,False,True,True,False,False,0.3319068993217993,1.0,0.7995720697965397,"hard_mismatch, hidden_agent, temporal_mismatch"
quote_text,"Using a client quote,what was the client's response to today's session *",textarea,False,1267,False,1.0,[],VALID,0.0,[],"['text', 'quote']","['quotewhat', 'response', 'session', 'use', 'client', 'today']",LOW,0.33755192160606384,LOW,0.2587655062888935,Weak Match,3.0,True,False,False,True,True,False,False,0.4788952283684872,1.0,0.8436685685105461,"hard_mismatch, hidden_agent, temporal_mismatch"
progress_text,What is the provider's perspective on the client's progress and engagement in this session? *,textarea,False,1268,False,1.0,[],VALID,0.1429,['progress'],"['progress', 'text']","['what', 'provider', 'session', 'progress', 'client', 'engagement', 'perspective']",LOW,0.2798900604248047,LOW,-0.1226357357678581,Uncertain,3.0,True,False,False,True,True,False,False,0.36146629739708397,1.0,0.8084398892191251,"hard_mismatch, hidden_agent, temporal_mismatch"
act_progress,"Movement toward treatment plan objectives by (include Individual's perception of services, supports and/or treatment and progress toward goals)",textarea,False,1270,False,1.0,[],VALID,0.0833,['progress'],"['progress', 'act']","['include', 'individual', 'perception', 'movement', 'toward', 'plan', 'progress', 'objective', 'goal', 'treatment', 'service', 'support']",LOW,0.4238732159137726,MEDIUM,0.28713187129740186,Weak Match,3.0,False,True,False,False,False,False,False,0.5216315261633522,1.0,0.8564894578490057,partial_mismatch
act_staff_intervention,"Staff intervention (i.e. modality, EBP, assignment of homework, etc.)",textarea,False,1271,False,1.0,[],VALID,0.25,"['intervention', 'staff']","['intervention', 'act', 'staff']","['intervention', 'modality', 'homework', 'etc', 'assignment', 'ebp', 'staff', 'ie']",LOW,0.655878484249115,MEDIUM,0.2582871214706488,Weak Match,2.6666666666666665,False,True,False,False,False,False,False,0.5992496817159291,1.0,0.8797749045147787,partial_mismatch
act_individual_response,Individual's Response to Intervention,textarea,False,1272,False,1.0,[],VALID,0.6667,"['individual', 'response']","['individual', 'act', 'response']","['intervention', 'individual', 'response']",PARTIAL,0.6442028880119324,MEDIUM,0.4111870357488668,Weak Match,1.0,False,False,False,False,False,False,False,0.6832869771282397,1.0,0.9049860931384719,
individual_response,Individual's Response to Intervention,textarea,False,1275,False,1.0,[],VALID,0.6667,"['individual', 'response']","['individual', 'response']","['intervention', 'individual', 'response']",PARTIAL,0.6729080080986023,MEDIUM,0.7646419752228051,Exact Match,1.5,False,False,False,False,False,False,False,0.7979349949964222,1.0,0.9393804984989266,
problem_text,Problem,textarea,False,1276,False,1.0,[],VALID,1.0,['problem'],"['problem', 'text']",['problem'],HIGH,0.48832595348358154,MEDIUM,0.11534660762238011,Uncertain,0.5,False,False,False,False,False,False,False,0.5811017683317885,1.0,0.8743305304995365,
intervention_text,Intervention,textarea,False,1277,False,1.0,[],VALID,1.0,['intervention'],"['intervention', 'text']",['intervention'],HIGH,0.7627306580543518,MEDIUM,0.10011331568965061,Uncertain,0.5,False,False,False,False,False,False,False,0.6588531921232007,1.0,0.8976559576369602,
evaluation_text,Evaluation,textarea,False,1278,False,1.0,[],VALID,1.0,['evaluation'],"['evaluation', 'text']",['evaluation'],HIGH,0.7914484739303589,MEDIUM,0.107711674280375,Uncertain,0.5,False,False,False,False,False,False,False,0.6697480444632201,1.0,0.900924413338966,
Description,Description of Crisis,textarea,False,1279,False,1.0,[],VALID,0.5,['description'],['description'],"['crisis', 'description']",PARTIAL,0.5153251886367798,MEDIUM,0.6076878349700501,Exact Match,2.0,False,False,False,False,False,False,False,0.686903907082049,1.0,0.9060711721246146,
Client_Coping,Client's Coping Skills Used to Reduce Crisis,textarea,False,1280,False,1.0,[],VALID,0.3333,"['cope', 'client']","['cope', 'client']","['reduce', 'use', 'cope', 'client', 'skill', 'crisis']",LOW,0.7329341769218445,MEDIUM,0.670795594509446,Exact Match,3.0,False,True,False,False,False,False,False,0.7544489314293872,1.0,0.9263346794288161,partial_mismatch
Community,Community Resources Used/Accessed,textarea,False,1281,False,1.0,[],VALID,0.25,['community'],['community'],"['access', 'community', 'use', 'resource']",LOW,0.43471381068229675,MEDIUM,0.3165655741031044,Weak Match,3.0,False,True,False,False,False,False,False,0.5503838154356203,1.0,0.8651151446306861,partial_mismatch
goals,Goals Addressed,textarea,False,1282,False,1.0,[],VALID,0.5,['goal'],['goal'],"['goal', 'address']",PARTIAL,0.6359612345695496,MEDIUM,0.28118762800623726,Weak Match,2.0,False,False,True,False,False,False,False,0.6251446587727361,1.0,0.8875433976318208,missing_context
response,Participation/Response,textarea,False,1284,False,1.0,[],VALID,0.5,['response'],['response'],"['participation', 'response']",PARTIAL,0.5333278179168701,MEDIUM,0.42570897009111003,Weak Match,2.0,False,False,True,False,False,False,False,0.6377110364023941,1.0,0.8913133109207182,missing_context
observation,Staff Observations and Assessment,textarea,False,1285,False,1.0,[],VALID,0.3333,['observation'],['observation'],"['observation', 'assessment', 'staff']",LOW,0.5889875292778015,MEDIUM,0.4520905297162464,Weak Match,3.0,False,True,False,True,False,False,False,0.6456534176982144,1.0,0.8936960253094642,"partial_mismatch, hidden_agent"
response,Client Response,textarea,False,1287,False,1.0,[],VALID,0.5,['response'],['response'],"['response', 'client']",PARTIAL,0.5405397415161133,MEDIUM,0.4750499871861188,Weak Match,2.0,False,False,True,True,False,False,False,0.6546769186106697,1.0,0.8964030755832009,"missing_context, hidden_agent"
treatment_provided,Treatment provided (Document treatment and client outcome during session):,textarea,False,1299,False,1.0,[],VALID,0.2857,"['treatment', 'provide']","['provide', 'treatment']","['outcome', 'provide', 'during', 'session', 'document', 'treatment', 'client']",LOW,0.5220689177513123,MEDIUM,0.8254844750633297,Exact Match,3.0,False,True,False,True,True,False,False,0.7328360178443926,1.0,0.9198508053533178,"partial_mismatch, hidden_agent, temporal_mismatch"
treatment_goals,Progress toward Treatment Goals (Document progress toward this treatment goal):,textarea,False,1300,False,1.0,[],VALID,0.4,"['goal', 'treatment']","['goal', 'treatment']","['toward', 'progress', 'goal', 'document', 'treatment']",LOW,0.6889930367469788,MEDIUM,0.45066437177402907,Weak Match,2.5,False,True,False,False,False,False,False,0.6818972225563024,1.0,0.9045691667668907,partial_mismatch
suicidal_ideation_text,,textarea,False,1302,True,1.0,[],VALID,0.0,[],"['suicidal', 'ideation', 'text']",['nan'],LOW,0.10444057732820511,LOW,-0.19684471921546345,Partial Contradiction,0.3333333333333333,True,False,False,False,False,False,True,0.2722787574338225,0.0,0.08168362723014676,"hard_mismatch, title_missing"
homicidal_ideation_text,,textarea,False,1304,True,1.0,[],VALID,0.0,[],"['ideation', 'homicidal', 'text']",['nan'],LOW,0.03662212938070297,LOW,-0.20475756329363282,Partial Contradiction,0.3333333333333333,True,False,False,False,False,False,True,0.24955936982612104,0.0,0.0748678109478363,"hard_mismatch, title_missing"
community_resources,Referral to Community Resources:,textarea,False,1306,False,1.0,[],VALID,0.6667,"['community', 'resource']","['community', 'resource']","['referral', 'community', 'resource']",PARTIAL,0.7222920656204224,MEDIUM,0.5461057161690182,Weak Match,1.5,False,False,True,False,False,False,False,0.7471893345368321,1.0,0.9241568003610496,missing_context
contact_with_caregiver,Contact with Caregiver:,textarea,False,1307,False,0.6667,['caregiver'],PARTIAL,1.0,"['contact', 'caregiver']","['contact', 'caregiver']","['contact', 'caregiver']",HIGH,1.0000001192092896,HIGH,0.8080746684600628,Exact Match,1.0,False,False,False,False,False,True,False,0.9424224363008057,0.6667,0.7494167308902416,token_validity_issues
coordination_of_services_text,,textarea,False,1309,True,1.0,[],VALID,0.0,[],"['coordination', 'service', 'text']",['nan'],LOW,0.1120154857635498,LOW,-0.08728993867072705,Uncertain,0.3333333333333333,True,False,False,False,False,False,True,0.3074176641278468,0.0,0.09222529923835404,"hard_mismatch, title_missing"
details_of_contact,Details of Contact,textarea,False,1311,False,1.0,[],VALID,1.0,"['detail', 'contact']","['detail', 'contact']","['detail', 'contact']",HIGH,1.0,HIGH,0.6883664818027478,Exact Match,1.0,False,False,False,False,False,False,False,0.9065099445408243,1.0,0.9719529833622472,
specific_interventions,"Specific interventions provided by clinician and targeted actions taken, based on curriculum used, to educate or practice skills to support the consumer toward achieving the identified service plan goal/objective focused on during the session.",textarea,False,1317,False,1.0,[],VALID,0.08,"['specific', 'intervention']","['specific', 'intervention']","['practice', 'focus', 'curriculum', 'session', 'use', 'service', 'target', 'toward', 'consumer', 'clinician', 'take', 'action', 'during', 'plan', 'goal', 'objective', 'educate', 'skill', 'achieve', 'support', 'specific', 'provide', 'intervention', 'identify', 'base']",LOW,0.3800520598888397,LOW,0.7232956660077349,Exact Match,3.0,True,False,False,True,True,False,False,0.6390043177689724,1.0,0.8917012953306916,"hard_mismatch, hidden_agent, temporal_mismatch"
member,"Member (and family, when applicable) response to the session or intervention (what did the member do in session?):",textarea,False,1319,False,1.0,[],VALID,0.1111,['member'],['member'],"['applicable', 'when', 'response', 'intervention', 'what', 'session', 'do', 'member', 'family']",LOW,0.24418410658836365,LOW,0.4223153367739049,Weak Match,3.0,True,False,False,True,True,False,False,0.5110598330086805,1.0,0.8533179499026041,"hard_mismatch, hidden_agent, temporal_mismatch"
needs,"Any new needs, goals, and/or objectives identified during session or service:",textarea,False,1320,False,1.0,[],VALID,0.1111,['need'],['need'],"['need', 'identify', 'during', 'session', 'goal', 'objective', 'new', 'service', 'any']",LOW,0.15294712781906128,LOW,0.3494069089123199,Weak Match,3.0,True,False,False,False,True,False,False,0.46181621101941434,1.0,0.8385448633058242,"hard_mismatch, temporal_mismatch"
any_new_needs,"Any new needs, goals, or objectives identified during services:",textarea,False,1322,False,1.0,[],VALID,0.375,"['new', 'any', 'need']","['new', 'any', 'need']","['need', 'identify', 'during', 'goal', 'objective', 'new', 'service', 'any']",LOW,0.2724542021751404,LOW,0.8575855401268536,Exact Match,2.6666666666666665,True,False,False,False,True,False,False,0.6765119226905982,1.0,0.9029535768071795,"hard_mismatch, temporal_mismatch"
progress_barriers,Progress or Barriers made towards goals and/or objectives:,textarea,False,1323,False,1.0,[],VALID,0.3333,"['progress', 'barrier']","['progress', 'barrier']","['make', 'towards', 'barrier', 'progress', 'goal', 'objective']",LOW,0.822384774684906,MEDIUM,0.11599986101905037,Uncertain,3.0,False,True,False,False,False,False,False,0.6148453907111869,1.0,0.884453617213356,partial_mismatch
specific_activites,"Specific activities performed by Case Manager on behalf of the client/family AND client (and family, when applicable) response to the services (What client did and said during session)",textarea,False,1324,False,0.5,['activites'],INVALID,0.0588,['specific'],"['specific', 'activite']","['specific', 'applicable', 'when', 'response', 'what', 'behalf', 'during', 'session', 'family', 'activity', 'case', 'do', 'manager', 'say', 'client', 'perform', 'service']",LOW,0.21865148842334747,LOW,0.7058943602677544,Exact Match,3.0,True,False,False,True,True,True,False,0.5832437546073306,0.5,0.5249731263821992,"hard_mismatch, hidden_agent, temporal_mismatch, token_validity_issues"
specific_interventions,"Specific interventions provided by clinician and targeted actions taken, based on curriculum used, to educate or practice skills to support the consumer toward achieving the identified service plan goal/objective focused on during the session.",textarea,False,1326,False,1.0,[],VALID,0.08,"['specific', 'intervention']","['specific', 'intervention']","['practice', 'focus', 'curriculum', 'session', 'use', 'service', 'target', 'toward', 'consumer', 'clinician', 'take', 'action', 'during', 'plan', 'goal', 'objective', 'educate', 'skill', 'achieve', 'support', 'specific', 'provide', 'intervention', 'identify', 'base']",LOW,0.3800520598888397,LOW,0.7232956660077349,Exact Match,3.0,True,False,False,True,True,False,False,0.6390043177689724,1.0,0.8917012953306916,"hard_mismatch, hidden_agent, temporal_mismatch"
progress_barriers,"Progress, or barriers to progress, made in treatment as it relates to the goals and/or objectives, as evidenced by:",textarea,False,1327,False,1.0,[],VALID,0.2222,"['progress', 'barrier']","['progress', 'barrier']","['make', 'barrier', 'it', 'progress', 'goal', 'objective', 'treatment', 'evidence', 'relate']",LOW,0.6402817368507385,MEDIUM,0.30923011893786967,Weak Match,3.0,False,True,False,False,False,False,False,0.6070735567365825,1.0,0.8821220670209747,partial_mismatch
any_new_needs,"Any new needs, goals, and/or objectives identified during session or service:",textarea,False,1329,False,1.0,[],VALID,0.3333,"['new', 'any', 'need']","['new', 'any', 'need']","['need', 'identify', 'during', 'session', 'goal', 'objective', 'new', 'service', 'any']",LOW,0.2002384066581726,LOW,0.8827320154059229,Exact Match,3.0,True,False,False,False,True,False,False,0.6582211266192287,1.0,0.8974663379857686,"hard_mismatch, temporal_mismatch"
specific_interventions,"Specific interventions provided by peer and targeted actions taken to support, assist, model, or mentor the consumer toward achieving the identified service plan goal/objective focused on during the session",textarea,False,1331,False,1.0,[],VALID,0.0909,"['specific', 'intervention']","['specific', 'intervention']","['focus', 'session', 'service', 'target', 'toward', 'peer', 'consumer', 'take', 'action', 'during', 'plan', 'goal', 'objective', 'achieve', 'support', 'model', 'specific', 'provide', 'intervention', 'assist', 'identify', 'mentor']",LOW,0.3561042845249176,LOW,0.7269395361772886,Exact Match,3.0,True,False,False,True,True,False,False,0.6340031462106619,1.0,0.8902009438631985,"hard_mismatch, hidden_agent, temporal_mismatch"
progress_barriers,"Progress, or barriers to progress, made in treatment as it relates to the goals and/or objectives, as evidenced by:",textarea,False,1332,False,1.0,[],VALID,0.2222,"['progress', 'barrier']","['progress', 'barrier']","['make', 'barrier', 'it', 'progress', 'goal', 'objective', 'treatment', 'evidence', 'relate']",LOW,0.6402817368507385,MEDIUM,0.30923011893786967,Weak Match,3.0,False,True,False,False,False,False,False,0.6070735567365825,1.0,0.8821220670209747,partial_mismatch
any_new_needs,"Any new needs, goals, and/or objectives identified during session or service:",textarea,False,1334,False,1.0,[],VALID,0.3333,"['new', 'any', 'need']","['new', 'any', 'need']","['need', 'identify', 'during', 'session', 'goal', 'objective', 'new', 'service', 'any']",LOW,0.2002384066581726,LOW,0.8827320154059229,Exact Match,3.0,True,False,False,False,True,False,False,0.6582211266192287,1.0,0.8974663379857686,"hard_mismatch, temporal_mismatch"
act_intervention,Content / Intervention and Progress,textarea,False,1335,False,1.0,[],VALID,0.3333,['intervention'],"['intervention', 'act']","['intervention', 'content', 'progress']",LOW,0.6650495529174805,MEDIUM,0.03069976918547792,Uncertain,1.5,False,True,False,False,False,False,False,0.5420547966308875,1.0,0.8626164389892662,partial_mismatch
cm_intervention,Content / Intervention and Progress,textarea,False,1336,False,1.0,[],VALID,0.3333,['intervention'],"['intervention', 'cm']","['intervention', 'content', 'progress']",LOW,0.6166836023330688,MEDIUM,0.09719507951978844,Uncertain,1.5,False,True,False,False,False,False,False,0.5474936045558572,1.0,0.8642480813667571,partial_mismatch
group_response,Response to Group,textarea,False,1337,False,1.0,[],VALID,1.0,"['group', 'response']","['group', 'response']","['group', 'response']",HIGH,1.0,HIGH,0.5009040630144123,Weak Match,1.0,False,False,False,False,False,False,False,0.8502712189043237,1.0,0.9550813656712971,
progress_intervention,Content / Intervention and Progress,textarea,False,1338,False,1.0,[],VALID,0.6667,"['progress', 'intervention']","['progress', 'intervention']","['intervention', 'content', 'progress']",PARTIAL,0.834469199180603,MEDIUM,0.1557397909666338,Uncertain,1.5,False,False,True,False,False,False,False,0.663732697044171,1.0,0.8991198091132513,missing_context
summary_of_treatment_goals,Summary of treatment goals / objectives / interventions addressed with this contact,textarea,False,1339,False,1.0,[],VALID,0.4286,"['goal', 'summary', 'treatment']","['goal', 'summary', 'treatment']","['contact', 'intervention', 'address', 'goal', 'objective', 'treatment', 'summary']",LOW,0.6252452731132507,MEDIUM,0.7947179064136868,Exact Match,2.3333333333333335,False,True,False,False,False,False,False,0.7688489538580812,1.0,0.9306546861574243,partial_mismatch
interventions_methods,Intervention(s) / Method(s) Details,textarea,False,1340,False,1.0,[],VALID,0.6667,"['intervention', 'method']","['intervention', 'method']","['intervention', 'detail', 'method']",PARTIAL,0.8563750386238098,HIGH,0.36184904980752447,Weak Match,1.5,False,False,True,False,False,False,False,0.7321372265294003,1.0,0.91964116795882,missing_context
response_progress,Response to Intervention / Progress Toward Outcomes and Objectives,textarea,False,1341,False,1.0,[],VALID,0.3333,"['progress', 'response']","['progress', 'response']","['outcome', 'response', 'intervention', 'toward', 'progress', 'objective']",LOW,0.6665958762168884,MEDIUM,0.25613839274512634,Weak Match,3.0,False,True,False,False,False,False,False,0.6101502806886044,1.0,0.8830450842065813,partial_mismatch
summary_of_treatment,Summary of treatment / goals / objectives / interventions addressed with this visit,textarea,False,1344,False,1.0,[],VALID,0.2857,"['summary', 'treatment']","['summary', 'treatment']","['intervention', 'address', 'goal', 'objective', 'visit', 'treatment', 'summary']",LOW,0.5502687096595764,MEDIUM,0.74715806720709,Exact Match,3.0,False,True,False,False,True,False,False,0.7177980330599998,1.0,0.9153394099179999,"partial_mismatch, temporal_mismatch"
action_plan,Action Plan - 1,textarea,False,1345,False,1.0,[],VALID,0.6667,"['action', 'plan']","['action', 'plan']","['action', '1', 'plan']",PARTIAL,0.8780392408370972,HIGH,0.5360028020360607,Weak Match,1.5,False,False,True,False,False,False,False,0.7908826128619473,1.0,0.9372647838585841,missing_context
intervention_text,Intervention:,textarea,False,1346,False,1.0,[],VALID,1.0,['intervention'],"['intervention', 'text']",['intervention'],HIGH,0.7627306580543518,MEDIUM,0.17901342908786236,Uncertain,0.5,False,False,False,False,False,False,False,0.6825232261426643,1.0,0.9047569678427992,
response_text,Response:,textarea,False,1347,False,1.0,[],VALID,1.0,['response'],"['text', 'response']",['response'],HIGH,0.5972064733505249,MEDIUM,0.220799646603901,Weak Match,0.5,False,False,False,False,False,False,False,0.6454018359863277,1.0,0.8936205507958983,
progress_text,Progress:,textarea,False,1348,False,1.0,[],VALID,1.0,['progress'],"['progress', 'text']",['progress'],HIGH,0.6597947478294373,MEDIUM,0.3273369010360097,Weak Match,0.5,False,False,False,False,False,False,False,0.696139494659634,1.0,0.9088418483978902,
additional,Additional Details about Contact:,textarea,False,1350,False,1.0,[],VALID,0.25,['additional'],['additional'],"['detail', 'additional', 'contact', 'about']",LOW,0.4461238384246826,MEDIUM,0.6804557931781966,Exact Match,3.0,False,True,False,False,False,False,False,0.6629738894808638,1.0,0.8988921668442591,partial_mismatch
field_notes,"Field Notes (Client Concerns, Provider Intervention, Response):",textarea,False,1351,False,1.0,[],VALID,0.2857,"['field', 'note']","['field', 'note']","['field', 'concern', 'note', 'intervention', 'response', 'provider', 'client']",LOW,0.49805155396461487,MEDIUM,0.5392493159248404,Weak Match,3.0,False,True,False,True,False,False,False,0.6397602609668365,1.0,0.8919280782900509,"partial_mismatch, hidden_agent"
new_interventions,The following new Interventions will be implemented: (when there are new interventions):,textarea,False,1353,False,1.0,[],VALID,0.2857,"['intervention', 'new']","['intervention', 'new']","['will', 'when', 'intervention', 'follow', 'new', 'there', 'implement']",LOW,0.7713455557823181,MEDIUM,0.6114289988098397,Exact Match,3.0,False,True,False,False,False,False,False,0.7434023663776473,1.0,0.9230207099132941,partial_mismatch
brief_narrative,Brief Narrative:,textarea,False,1354,False,1.0,[],VALID,1.0,"['narrative', 'brief']","['narrative', 'brief']","['narrative', 'brief']",HIGH,1.0,HIGH,0.5790581169374983,Weak Match,1.0,False,False,False,False,False,False,False,0.8737174350812494,1.0,0.9621152305243748,
collateral_contacttb,Collateral Contact,textarea,False,1356,False,0.5,['contacttb'],INVALID,0.5,['collateral'],"['contacttb', 'collateral']","['contact', 'collateral']",PARTIAL,0.8380416631698608,MEDIUM,0.05170573103897122,Uncertain,1.0,False,False,False,False,False,True,False,0.6169242182626496,0.5,0.5350772654787949,token_validity_issues
GoalTB,Client Goal Addressed,textarea,False,1358,False,1.0,[],VALID,0.3333,['goal'],"['goal', 'tb']","['goal', 'address', 'client']",LOW,0.4062245786190033,LOW,0.01463054135946485,Uncertain,1.5,True,False,False,True,False,False,False,0.4595865359935405,1.0,0.8378759607980621,"hard_mismatch, hidden_agent"
InterventionTB,Staff Intervention,textarea,False,1361,False,1.0,[],VALID,0.5,['intervention'],"['intervention', 'tb']","['intervention', 'staff']",PARTIAL,0.49009063839912415,MEDIUM,0.24201266727601614,Weak Match,1.0,False,False,False,True,False,False,False,0.569630991702542,1.0,0.8708892975107626,hidden_agent
ResponseTB,Client Response to Intervention,textarea,False,1363,False,1.0,[],VALID,0.3333,['response'],"['tb', 'response']","['intervention', 'response', 'client']",LOW,0.3383619785308838,LOW,0.30570686527499896,Weak Match,1.5,True,False,False,True,False,False,False,0.5265506531417649,1.0,0.8579651959425294,"hard_mismatch, hidden_agent"
PlanTB,Plan (What are the next Steps):,textarea,False,1365,False,1.0,[],VALID,0.25,['plan'],"['plan', 'tb']","['what', 'next', 'plan', 'step']",LOW,0.4257514774799347,MEDIUM,0.06612203362524022,Uncertain,2.0,False,True,False,False,True,False,False,0.47256205333155243,1.0,0.8417686159994657,"partial_mismatch, temporal_mismatch"
GoalTB,Client Goal Addressed,textarea,False,1367,False,1.0,[],VALID,0.3333,['goal'],"['goal', 'tb']","['goal', 'address', 'client']",LOW,0.4062245786190033,LOW,0.01463054135946485,Uncertain,1.5,True,False,False,True,False,False,False,0.4595865359935405,1.0,0.8378759607980621,"hard_mismatch, hidden_agent"
InterventionTB,Staff Intervention,textarea,False,1369,False,1.0,[],VALID,0.5,['intervention'],"['intervention', 'tb']","['intervention', 'staff']",PARTIAL,0.49009063839912415,MEDIUM,0.24201266727601614,Weak Match,1.0,False,False,False,True,False,False,False,0.569630991702542,1.0,0.8708892975107626,hidden_agent
ResponseTB,Client Response to Intervention,textarea,False,1371,False,1.0,[],VALID,0.3333,['response'],"['tb', 'response']","['intervention', 'response', 'client']",LOW,0.3383619785308838,LOW,0.30570686527499896,Weak Match,1.5,True,False,False,True,False,False,False,0.5265506531417649,1.0,0.8579651959425294,"hard_mismatch, hidden_agent"
PlanTB,Plan (What are the next Steps):,textarea,False,1373,False,1.0,[],VALID,0.25,['plan'],"['plan', 'tb']","['what', 'next', 'plan', 'step']",LOW,0.4257514774799347,MEDIUM,0.06612203362524022,Uncertain,2.0,False,True,False,False,True,False,False,0.47256205333155243,1.0,0.8417686159994657,"partial_mismatch, temporal_mismatch"
GoalTB,Client Goal Addressed (FACE TO FACE ONLY),textarea,False,1375,False,1.0,[],VALID,0.2,['goal'],"['goal', 'tb']","['face', 'only', 'address', 'goal', 'client']",LOW,0.2790500819683075,LOW,0.06473017545994217,Uncertain,2.5,True,False,False,True,False,False,False,0.42313407722847485,1.0,0.8269402231685424,"hard_mismatch, hidden_agent"
InterventionTB,Staff Intervention (FACE TO FACE ONLY),textarea,False,1377,False,1.0,[],VALID,0.25,['intervention'],"['intervention', 'tb']","['intervention', 'only', 'face', 'staff']",LOW,0.4318183362483978,MEDIUM,0.37481138492500576,Weak Match,2.0,False,True,False,True,False,False,False,0.5669889163520211,1.0,0.8700966749056063,"partial_mismatch, hidden_agent"
ResponseTB,Client Response to Intervention (FACE TO FACE ONLY),textarea,False,1379,False,1.0,[],VALID,0.2,['response'],"['tb', 'response']","['face', 'response', 'intervention', 'only', 'client']",LOW,0.29411205649375916,LOW,0.36632804398311,Weak Match,2.5,True,False,False,True,False,False,False,0.5181320301430608,1.0,0.8554396090429182,"hard_mismatch, hidden_agent"
PlanTB,Plan (What are the next Steps):,textarea,False,1381,False,1.0,[],VALID,0.25,['plan'],"['plan', 'tb']","['what', 'next', 'plan', 'step']",LOW,0.4257514774799347,MEDIUM,0.06612203362524022,Uncertain,2.0,False,True,False,False,True,False,False,0.47256205333155243,1.0,0.8417686159994657,"partial_mismatch, temporal_mismatch"
GoalTB,Client Goal Addressed,textarea,False,1383,False,1.0,[],VALID,0.3333,['goal'],"['goal', 'tb']","['goal', 'address', 'client']",LOW,0.4062245786190033,LOW,0.01463054135946485,Uncertain,1.5,True,False,False,True,False,False,False,0.4595865359935405,1.0,0.8378759607980621,"hard_mismatch, hidden_agent"
InterventionTB,Staff Intervention,textarea,False,1385,False,1.0,[],VALID,0.5,['intervention'],"['intervention', 'tb']","['intervention', 'staff']",PARTIAL,0.49009063839912415,MEDIUM,0.24201266727601614,Weak Match,1.0,False,False,False,True,False,False,False,0.569630991702542,1.0,0.8708892975107626,hidden_agent
ResponseTB,Client Response to Intervention,textarea,False,1387,False,1.0,[],VALID,0.3333,['response'],"['tb', 'response']","['intervention', 'response', 'client']",LOW,0.3383619785308838,LOW,0.30570686527499896,Weak Match,1.5,True,False,False,True,False,False,False,0.5265506531417649,1.0,0.8579651959425294,"hard_mismatch, hidden_agent"
PlanTB,Plan (What are the next Steps):,textarea,False,1389,False,1.0,[],VALID,0.25,['plan'],"['plan', 'tb']","['what', 'next', 'plan', 'step']",LOW,0.4257514774799347,MEDIUM,0.06612203362524022,Uncertain,2.0,False,True,False,False,True,False,False,0.47256205333155243,1.0,0.8417686159994657,"partial_mismatch, temporal_mismatch"
others_presenttxt,,textarea,False,1395,True,0.5,['presenttxt'],INVALID,0.0,[],"['other', 'presenttxt']",['nan'],LOW,0.17259307205677032,LOW,-0.060172904977861305,Uncertain,0.5,True,False,False,False,False,True,True,0.3337260501236727,0.0,0.1001178150371018,"hard_mismatch, token_validity_issues, title_missing"
additional_comments,Additional Comments:,textarea,False,1397,False,1.0,[],VALID,1.0,"['additional', 'comment']","['additional', 'comment']","['additional', 'comment']",HIGH,1.0000001192092896,HIGH,0.8495605128535634,Exact Match,1.0,False,False,False,False,False,False,False,0.9548681896188559,1.0,0.9864604568856568,
add_commentstwo,Additional Comments:,textarea,False,1402,False,0.5,['commentstwo'],INVALID,0.0,[],"['commentstwo', 'add']","['additional', 'comment']",LOW,0.5247637033462524,MEDIUM,0.5004582330135787,Weak Match,1.0,False,True,False,False,False,True,False,0.6075665809079493,0.5,0.5322699742723848,"partial_mismatch, token_validity_issues"
add_commsthree,Additional Comments:,textarea,False,1404,False,0.5,['commsthree'],INVALID,0.0,[],"['commsthree', 'add']","['additional', 'comment']",LOW,0.2747826874256134,LOW,0.1996294130112697,Uncertain,1.0,True,False,False,False,False,True,False,0.4423236301310649,0.5,0.4826970890393194,"hard_mismatch, token_validity_issues"
progclient_response,Progress/Client Response to Intervention:,textarea,False,1406,False,0.5,['progclient'],INVALID,0.25,['response'],"['response', 'progclient']","['progress', 'response', 'intervention', 'client']",LOW,0.4254799485206604,MEDIUM,0.29353360496657754,Weak Match,2.0,False,True,False,True,False,True,False,0.5407040660461714,0.5,0.5122112198138514,"partial_mismatch, hidden_agent, token_validity_issues"
