field_key,field_title,containment_title,matched_tokens,key_tokens,title_tokens,containment_title_label,field_type,field_key_exists_in_library_flag,missing_field_title
contact_with_caregiver,Contact with Caregiver:,1.0,"['contact', 'caregiver']","['contact', 'caregiver']","['contact', 'caregiver']",HIGH,textarea,False,False
coordination_of_services_text,,0.0,[],"['coordination', 'service', 'text']",['nan'],LOW,textarea,False,True
details_of_contact,Details of Contact,1.0,"['detail', 'contact']","['detail', 'contact']","['detail', 'contact']",HIGH,textarea,False,False
specific_interventions,"Specific interventions provided by clinician and targeted actions taken, based on curriculum used, to educate or practice skills to support the consumer toward achieving the identified service plan goal/objective focused on during the session.",0.08,"['specific', 'intervention']","['specific', 'intervention']","['practice', 'focus', 'curriculum', 'session', 'use', 'service', 'target', 'toward', 'consumer', 'clinician', 'take', 'action', 'during', 'plan', 'goal', 'objective', 'educate', 'skill', 'achieve', 'support', 'specific', 'provide', 'intervention', 'identify', 'base']",LOW,textarea,False,False
member,"Member (and family, when applicable) response to the session or intervention (what did the member do in session?):",0.1111,['member'],['member'],"['applicable', 'when', 'response', 'intervention', 'what', 'session', 'do', 'member', 'family']",LOW,textarea,False,False
needs,"Any new needs, goals, and/or objectives identified during session or service:",0.1111,['need'],['need'],"['need', 'identify', 'during', 'session', 'goal', 'objective', 'new', 'service', 'any']",LOW,textarea,False,False
any_new_needs,"Any new needs, goals, or objectives identified during services:",0.375,"['new', 'any', 'need']","['new', 'any', 'need']","['need', 'identify', 'during', 'goal', 'objective', 'new', 'service', 'any']",LOW,textarea,False,False
progress_barriers,Progress or Barriers made towards goals and/or objectives:,0.3333,"['progress', 'barrier']","['progress', 'barrier']","['make', 'towards', 'barrier', 'progress', 'goal', 'objective']",LOW,textarea,False,False
specific_activites,"Specific activities performed by Case Manager on behalf of the client/family AND client (and family, when applicable) response to the services (What client did and said during session)",0.0588,['specific'],"['specific', 'activite']","['specific', 'applicable', 'when', 'response', 'what', 'behalf', 'during', 'session', 'family', 'activity', 'case', 'do', 'manager', 'say', 'client', 'perform', 'service']",LOW,textarea,False,False
specific_interventions,"Specific interventions provided by clinician and targeted actions taken, based on curriculum used, to educate or practice skills to support the consumer toward achieving the identified service plan goal/objective focused on during the session.",0.08,"['specific', 'intervention']","['specific', 'intervention']","['practice', 'focus', 'curriculum', 'session', 'use', 'service', 'target', 'toward', 'consumer', 'clinician', 'take', 'action', 'during', 'plan', 'goal', 'objective', 'educate', 'skill', 'achieve', 'support', 'specific', 'provide', 'intervention', 'identify', 'base']",LOW,textarea,False,False
progress_barriers,"Progress, or barriers to progress, made in treatment as it relates to the goals and/or objectives, as evidenced by:",0.2222,"['progress', 'barrier']","['progress', 'barrier']","['make', 'barrier', 'it', 'progress', 'goal', 'objective', 'treatment', 'evidence', 'relate']",LOW,textarea,False,False
any_new_needs,"Any new needs, goals, and/or objectives identified during session or service:",0.3333,"['new', 'any', 'need']","['new', 'any', 'need']","['need', 'identify', 'during', 'session', 'goal', 'objective', 'new', 'service', 'any']",LOW,textarea,False,False
specific_interventions,"Specific interventions provided by peer and targeted actions taken to support, assist, model, or mentor the consumer toward achieving the identified service plan goal/objective focused on during the session",0.0909,"['specific', 'intervention']","['specific', 'intervention']","['focus', 'session', 'service', 'target', 'toward', 'peer', 'consumer', 'take', 'action', 'during', 'plan', 'goal', 'objective', 'achieve', 'support', 'model', 'specific', 'provide', 'intervention', 'assist', 'identify', 'mentor']",LOW,textarea,False,False
progress_barriers,"Progress, or barriers to progress, made in treatment as it relates to the goals and/or objectives, as evidenced by:",0.2222,"['progress', 'barrier']","['progress', 'barrier']","['make', 'barrier', 'it', 'progress', 'goal', 'objective', 'treatment', 'evidence', 'relate']",LOW,textarea,False,False
any_new_needs,"Any new needs, goals, and/or objectives identified during session or service:",0.3333,"['new', 'any', 'need']","['new', 'any', 'need']","['need', 'identify', 'during', 'session', 'goal', 'objective', 'new', 'service', 'any']",LOW,textarea,False,False
act_intervention,Content / Intervention and Progress,0.3333,['intervention'],"['intervention', 'act']","['intervention', 'content', 'progress']",LOW,textarea,False,False
cm_intervention,Content / Intervention and Progress,0.3333,['intervention'],"['intervention', 'cm']","['intervention', 'content', 'progress']",LOW,textarea,False,False
group_response,Response to Group,1.0,"['group', 'response']","['group', 'response']","['group', 'response']",HIGH,textarea,False,False
progress_intervention,Content / Intervention and Progress,0.6667,"['progress', 'intervention']","['progress', 'intervention']","['intervention', 'content', 'progress']",PARTIAL,textarea,False,False
summary_of_treatment_goals,Summary of treatment goals / objectives / interventions addressed with this contact,0.4286,"['goal', 'summary', 'treatment']","['goal', 'summary', 'treatment']","['contact', 'intervention', 'address', 'goal', 'objective', 'treatment', 'summary']",LOW,textarea,False,False
interventions_methods,Intervention(s) / Method(s) Details,0.6667,"['intervention', 'method']","['intervention', 'method']","['intervention', 'detail', 'method']",PARTIAL,textarea,False,False
response_progress,Response to Intervention / Progress Toward Outcomes and Objectives,0.3333,"['progress', 'response']","['progress', 'response']","['outcome', 'response', 'intervention', 'toward', 'progress', 'objective']",LOW,textarea,False,False
summary_of_treatment,Summary of treatment / goals / objectives / interventions addressed with this visit,0.2857,"['summary', 'treatment']","['summary', 'treatment']","['intervention', 'address', 'goal', 'objective', 'visit', 'treatment', 'summary']",LOW,textarea,False,False
action_plan,Action Plan - 1,0.6667,"['action', 'plan']","['action', 'plan']","['action', '1', 'plan']",PARTIAL,textarea,False,False
intervention_text,Intervention:,1.0,['intervention'],"['intervention', 'text']",['intervention'],HIGH,textarea,False,False
response_text,Response:,1.0,['response'],"['text', 'response']",['response'],HIGH,textarea,False,False
progress_text,Progress:,1.0,['progress'],"['progress', 'text']",['progress'],HIGH,textarea,False,False
additional,Additional Details about Contact:,0.25,['additional'],['additional'],"['detail', 'additional', 'contact', 'about']",LOW,textarea,False,False
field_notes,"Field Notes (Client Concerns, Provider Intervention, Response):",0.2857,"['field', 'note']","['field', 'note']","['field', 'concern', 'note', 'intervention', 'response', 'provider', 'client']",LOW,textarea,False,False
new_interventions,The following new Interventions will be implemented: (when there are new interventions):,0.2857,"['intervention', 'new']","['intervention', 'new']","['will', 'when', 'intervention', 'follow', 'new', 'there', 'implement']",LOW,textarea,False,False
brief_narrative,Brief Narrative:,1.0,"['narrative', 'brief']","['narrative', 'brief']","['narrative', 'brief']",HIGH,textarea,False,False
collateral_contacttb,Collateral Contact,0.5,['collateral'],"['contacttb', 'collateral']","['contact', 'collateral']",PARTIAL,textarea,False,False
GoalTB,Client Goal Addressed,0.3333,['goal'],"['goal', 'tb']","['goal', 'address', 'client']",LOW,textarea,False,False
InterventionTB,Staff Intervention,0.5,['intervention'],"['intervention', 'tb']","['intervention', 'staff']",PARTIAL,textarea,False,False
ResponseTB,Client Response to Intervention,0.3333,['response'],"['tb', 'response']","['intervention', 'response', 'client']",LOW,textarea,False,False
PlanTB,Plan (What are the next Steps):,0.25,['plan'],"['plan', 'tb']","['what', 'next', 'plan', 'step']",LOW,textarea,False,False
GoalTB,Client Goal Addressed,0.3333,['goal'],"['goal', 'tb']","['goal', 'address', 'client']",LOW,textarea,False,False
InterventionTB,Staff Intervention,0.5,['intervention'],"['intervention', 'tb']","['intervention', 'staff']",PARTIAL,textarea,False,False
ResponseTB,Client Response to Intervention,0.3333,['response'],"['tb', 'response']","['intervention', 'response', 'client']",LOW,textarea,False,False
PlanTB,Plan (What are the next Steps):,0.25,['plan'],"['plan', 'tb']","['what', 'next', 'plan', 'step']",LOW,textarea,False,False
GoalTB,Client Goal Addressed (FACE TO FACE ONLY),0.2,['goal'],"['goal', 'tb']","['face', 'only', 'address', 'goal', 'client']",LOW,textarea,False,False
InterventionTB,Staff Intervention (FACE TO FACE ONLY),0.25,['intervention'],"['intervention', 'tb']","['intervention', 'only', 'face', 'staff']",LOW,textarea,False,False
ResponseTB,Client Response to Intervention (FACE TO FACE ONLY),0.2,['response'],"['tb', 'response']","['face', 'response', 'intervention', 'only', 'client']",LOW,textarea,False,False
PlanTB,Plan (What are the next Steps):,0.25,['plan'],"['plan', 'tb']","['what', 'next', 'plan', 'step']",LOW,textarea,False,False
GoalTB,Client Goal Addressed,0.3333,['goal'],"['goal', 'tb']","['goal', 'address', 'client']",LOW,textarea,False,False
InterventionTB,Staff Intervention,0.5,['intervention'],"['intervention', 'tb']","['intervention', 'staff']",PARTIAL,textarea,False,False
ResponseTB,Client Response to Intervention,0.3333,['response'],"['tb', 'response']","['intervention', 'response', 'client']",LOW,textarea,False,False
PlanTB,Plan (What are the next Steps):,0.25,['plan'],"['plan', 'tb']","['what', 'next', 'plan', 'step']",LOW,textarea,False,False
others_presenttxt,,0.0,[],"['other', 'presenttxt']",['nan'],LOW,textarea,False,True
additional_comments,Additional Comments:,1.0,"['additional', 'comment']","['additional', 'comment']","['additional', 'comment']",HIGH,textarea,False,False
add_commentstwo,Additional Comments:,0.0,[],"['commentstwo', 'add']","['additional', 'comment']",LOW,textarea,False,False
add_commsthree,Additional Comments:,0.0,[],"['commsthree', 'add']","['additional', 'comment']",LOW,textarea,False,False
progclient_response,Progress/Client Response to Intervention:,0.25,['response'],"['response', 'progclient']","['progress', 'response', 'intervention', 'client']",LOW,textarea,False,False
desc_activitytxt,Describe Specific Activity,0.0,[],"['activitytxt', 'desc']","['specific', 'describe', 'activity']",LOW,textarea,False,False
relevant_info,Relevant New Information Provided About the Individual Since Last Contact (How did strategies work from the previous visit?) Joint Plan for Today's Visit,0.1111,"['information', 'relevant']","['information', 'relevant']","['last', 'information', 'individual', 'contact', 'joint', 'provide', 'since', 'plan', 'about', 'work', 'do', 'how', 'new', 'previous', 'visit', 'strategy', 'today', 'relevant']",LOW,textarea,False,False
intervention_comments,Intervention Comments. What was observed/practiced today?,0.3333,"['intervention', 'comment']","['intervention', 'comment']","['practice', 'intervention', 'what', 'comment', 'observe', 'today']",LOW,textarea,False,False
indiv_response,Individual Response to Interventions/Techniques Used. Routine Caregiver's Reflection to Intervention/Techniques Used.,0.125,['response'],"['indiv', 'response']","['individual', 'response', 'intervention', 'technique', 'use', 'routine', 'reflection', 'caregiver']",LOW,textarea,False,False
strengths,"Strengths, Needs, Areas of Growth and/or Feedback Provided to Routine Caregiver.",0.125,['strength'],['strength'],"['strength', 'growth', 'need', 'provide', 'feedback', 'routine', 'area', 'caregiver']",LOW,textarea,False,False
desc_progress,Describe Progress or Lack of Progress,0.3333,['progress'],"['progress', 'desc']","['progress', 'lack', 'describe']",LOW,textarea,False,False
follow_up,Follow Up Plan,0.6667,"['up', 'follow']","['up', 'follow']","['up', 'plan', 'follow']",PARTIAL,textarea,False,False
response_interactions, Response/Interactions (includes therapist's interactions),0.5,"['interaction', 'response']","['interaction', 'response']","['include', 'therapist', 'interaction', 'response']",PARTIAL,textarea,False,False
additional_comments_oberservations,Additional Comments/Observations,0.6667,"['additional', 'comment']","['additional', 'comment', 'oberservation']","['observation', 'additional', 'comment']",PARTIAL,textarea,False,False
response_intervention,Response/Interactions,0.5,['response'],"['intervention', 'response']","['interaction', 'response']",PARTIAL,textarea,False,False
comments_oberservations,Additional Comments/Observations,0.3333,['comment'],"['comment', 'oberservation']","['observation', 'additional', 'comment']",LOW,textarea,False,False
description_text,,0.0,[],"['description', 'text']",['nan'],LOW,textarea,False,True
recommendations_text,,0.0,[],"['recommendation', 'text']",['nan'],LOW,textarea,False,True
followup_text,,0.0,[],"['text', 'followup']",['nan'],LOW,textarea,False,True
narrative,סיכום פגישה,0.0,[],['narrative'],[],LOW,textarea,False,False
situation,Situation,1.0,['situation'],['situation'],['situation'],HIGH,textarea,False,False
response,Client Response,0.5,['response'],['response'],"['response', 'client']",PARTIAL,textarea,False,False
narrative_text,Narrative,1.0,['narrative'],"['narrative', 'text']",['narrative'],HIGH,textarea,False,False
narrative,Activity Narrative,0.5,['narrative'],['narrative'],"['narrative', 'activity']",PARTIAL,textarea,False,False
next_appointment,Next Appointment,1.0,"['next', 'appointment']","['next', 'appointment']","['next', 'appointment']",HIGH,textarea,False,False
notes_tb,Notes,1.0,['note'],"['tb', 'note']",['note'],HIGH,textarea,False,False
summary_textbox,SOAP Note,0.0,[],"['textbox', 'summary']","['soap', 'note']",LOW,textarea,False,False
summary_textbox,,0.0,[],"['textbox', 'summary']",['nan'],LOW,textarea,False,True
problems_textbox,,0.0,[],"['textbox', 'problem']",['nan'],LOW,textarea,False,True
event_text,,0.0,[],"['event', 'text']",['nan'],LOW,textarea,False,True
intervention_text, ,0.0,[],"['intervention', 'text']",[],LOW,textarea,False,True
hide_PLAN_header, ,0.0,[],"['plan', 'hide', 'header']",[],LOW,textarea,False,True
hide_TREATMENT_header, ,0.0,[],"['treatment', 'header', 'hide']",[],LOW,textarea,False,True
hide_ASSESSMENT_header, ,0.0,[],"['assessment', 'header', 'hide']",[],LOW,textarea,False,True
reason,Reason for Contact *,0.5,['reason'],['reason'],"['contact', 'reason']",PARTIAL,textarea,False,False
description,Description of Service,0.5,['description'],['description'],"['service', 'description']",PARTIAL,textarea,False,False
situation,Situation,1.0,['situation'],['situation'],['situation'],HIGH,textarea,False,False
response,Client Response,0.5,['response'],['response'],"['response', 'client']",PARTIAL,textarea,False,False
response,Client Response to Intervention,0.3333,['response'],['response'],"['intervention', 'response', 'client']",LOW,textarea,False,False
response,Client Response to Intervention,0.3333,['response'],['response'],"['intervention', 'response', 'client']",LOW,textarea,False,False
therapeutic_intervnetions,Therapeutic Interventions Addressed from ISP,0.25,['therapeutic'],"['intervnetion', 'therapeutic']","['intervention', 'isp', 'address', 'therapeutic']",LOW,textarea,False,False
response,Response to,1.0,['response'],['response'],['response'],HIGH,textarea,False,False
individual_client_information,Individual Client Information,1.0,"['information', 'individual', 'client']","['information', 'individual', 'client']","['information', 'individual', 'client']",HIGH,textarea,False,False
new_issues,New Issue(s) Presented Today,0.5,"['new', 'issue']","['new', 'issue']","['present', 'new', 'issue', 'today']",PARTIAL,textarea,False,False
attended_text,Who attended this session?,0.3333,['attend'],"['attend', 'text']","['attend', 'session', 'who']",LOW,textarea,False,False
concerns_text,,0.0,[],"['text', 'concern']",['nan'],LOW,textarea,False,True
response,Consumer's response to the session:,0.3333,['response'],['response'],"['session', 'consumer', 'response']",LOW,textarea,False,False
barriers,Barriers to Discharge,0.5,['barrier'],['barrier'],"['barrier', 'discharge']",PARTIAL,textarea,False,False
family,Have any family or other support sessions been conducted or scheduled? Why or why not?,0.1,['family'],['family'],"['other', 'conduct', 'session', 'have', 'why', 'not', 'family', 'schedule', 'support', 'any']",LOW,textarea,False,False
frequency_text,"If yes, please note the change in frequency of services and the reason for the change.",0.125,['frequency'],"['frequency', 'text']","['please', 'reason', 'note', 'yes', 'if', 'change', 'service', 'frequency']",LOW,textarea,False,False
levelofcare_text,"If yes, please note the change in the Level of Care and the reason for the change.",0.0,[],"['levelofcare', 'text']","['please', 'reason', 'note', 'yes', 'if', 'change', 'care', 'level']",LOW,textarea,False,False
concerns_text,,0.0,[],"['text', 'concern']",['nan'],LOW,textarea,False,True
response,Consumer's response to the session:,0.3333,['response'],['response'],"['session', 'consumer', 'response']",LOW,textarea,False,False
barriers,Barriers to Discharge,0.5,['barrier'],['barrier'],"['barrier', 'discharge']",PARTIAL,textarea,False,False
family,Have any family or other support sessions been conducted or scheduled? Why or why not?,0.1,['family'],['family'],"['other', 'conduct', 'session', 'have', 'why', 'not', 'family', 'schedule', 'support', 'any']",LOW,textarea,False,False
frequency_text,"If yes, please note the change in frequency of services and the reason for the change.",0.125,['frequency'],"['frequency', 'text']","['please', 'reason', 'note', 'yes', 'if', 'change', 'service', 'frequency']",LOW,textarea,False,False
levelofcare_text,"If yes, please note the change in the Level of Care and the reason for the change.",0.0,[],"['levelofcare', 'text']","['please', 'reason', 'note', 'yes', 'if', 'change', 'care', 'level']",LOW,textarea,False,False
intervention_summary,"What client said, intervention, and summary of session:",0.3333,"['intervention', 'summary']","['intervention', 'summary']","['intervention', 'what', 'session', 'say', 'client', 'summary']",LOW,textarea,False,False
response_intervention,Client response to intervention:,0.6667,"['intervention', 'response']","['intervention', 'response']","['intervention', 'response', 'client']",PARTIAL,textarea,False,False
assigned_homework,"Assigned homework, action steps, or comments on plan:",0.3333,"['assign', 'homework']","['assign', 'homework']","['action', 'comment', 'plan', 'step', 'homework', 'assign']",LOW,textarea,False,False
problem,Problem,1.0,['problem'],['problem'],['problem'],HIGH,textarea,False,False
goal_short_term_long_term,Goal (short/long term),1.0,"['goal', 'long', 'short', 'term']","['goal', 'long', 'short', 'term']","['goal', 'long', 'short', 'term']",HIGH,textarea,False,False
0bjective_steps_to_goal,Objective (steps to goal),0.6667,"['goal', 'step']","['goal', '0bjective', 'step']","['goal', 'objective', 'step']",PARTIAL,textarea,False,False
intervention_modality,Intervention/Modality,1.0,"['intervention', 'modality']","['intervention', 'modality']","['intervention', 'modality']",HIGH,textarea,False,False
response,Response,1.0,['response'],['response'],['response'],HIGH,textarea,False,False
response,Response,1.0,['response'],['response'],['response'],HIGH,textarea,False,False
identifying_data,Identifying Data,1.0,"['identify', 'datum']","['identify', 'datum']","['identify', 'datum']",HIGH,textarea,False,False
hpi,History Of Present Illness,0.0,[],['hpi'],"['illness', 'history', 'present']",LOW,textarea,False,False
past_psychiatric_history,Past Psychiatric History,1.0,"['history', 'psychiatric', 'past']","['history', 'psychiatric', 'past']","['history', 'psychiatric', 'past']",HIGH,textarea,False,False
family_psychiatric_history,Family Psychiatric History,1.0,"['history', 'psychiatric', 'family']","['history', 'psychiatric', 'family']","['history', 'psychiatric', 'family']",HIGH,textarea,False,False
medical_surgical_history,Medical/Surgical History,1.0,"['medical', 'history', 'surgical']","['medical', 'history', 'surgical']","['medical', 'history', 'surgical']",HIGH,textarea,False,False
substance_use_history,Substance Use History,1.0,"['substance', 'history', 'use']","['substance', 'history', 'use']","['substance', 'history', 'use']",HIGH,textarea,False,False
psychosocial_legal_history,Psychosocial/Legal History,1.0,"['history', 'psychosocial', 'legal']","['history', 'psychosocial', 'legal']","['history', 'psychosocial', 'legal']",HIGH,textarea,False,False
birth_development_milestones,Birth and Development Milestones,1.0,"['milestone', 'birth', 'development']","['milestone', 'birth', 'development']","['milestone', 'birth', 'development']",HIGH,textarea,False,False
mental_exam_exam,Mental Status Examination,0.3333,['mental'],"['mental', 'exam']","['status', 'examination', 'mental']",LOW,textarea,False,False
treatment_recommendations,Treatment Recommendations,1.0,"['recommendation', 'treatment']","['recommendation', 'treatment']","['recommendation', 'treatment']",HIGH,textarea,False,False
narrative,סיכום פגישה,0.0,[],['narrative'],[],LOW,textarea,False,False
dap_data_text,Data,1.0,['datum'],"['dap', 'datum', 'text']",['datum'],HIGH,textarea,False,False
dap_assessment_text,Assessment,1.0,['assessment'],"['assessment', 'dap', 'text']",['assessment'],HIGH,textarea,False,False
dap_plan_text,Plan,1.0,['plan'],"['dap', 'plan', 'text']",['plan'],HIGH,textarea,False,False
narrative,Narrative,1.0,['narrative'],['narrative'],['narrative'],HIGH,textarea,False,False
response_outcome,Response/Outcome*,1.0,"['outcome', 'response']","['outcome', 'response']","['outcome', 'response']",HIGH,textarea,False,False
parties_txt,,0.0,[],"['txt', 'party']",['nan'],LOW,textarea,False,True
info_txt,,0.0,[],"['txt', 'information']",['nan'],LOW,textarea,False,True
mental_status,Mental Status,1.0,"['status', 'mental']","['status', 'mental']","['status', 'mental']",HIGH,textarea,False,False
presenting_issues,"Today's Presenting Issues, Interventions Provided, Response to Intervention",0.3333,"['present', 'issue']","['present', 'issue']","['provide', 'response', 'intervention', 'present', 'issue', 'today']",LOW,textarea,False,False
con_sat_text,,0.0,[],"['con', 'sit', 'text']",['nan'],LOW,textarea,False,True
focus_text,,0.0,[],"['focus', 'text']",['nan'],LOW,textarea,False,True
factors_text,Precipitating Factors,0.5,['factor'],"['factor', 'text']","['factor', 'precipitate']",PARTIAL,textarea,False,False
maladaptive_text,,0.0,[],"['maladaptive', 'text']",['nan'],LOW,textarea,False,True
session_text,,0.0,[],"['session', 'text']",['nan'],LOW,textarea,False,True
additional_text,,0.0,[],"['additional', 'text']",['nan'],LOW,textarea,False,True
spoke_to,Spoke To,1.0,['speak'],['speak'],['speak'],HIGH,textarea,False,False
call_information,Call Information,1.0,"['information', 'call']","['information', 'call']","['information', 'call']",HIGH,textarea,False,False
intervention_text,Therapeutic Intervention Provided,0.3333,['intervention'],"['intervention', 'text']","['intervention', 'provide', 'therapeutic']",LOW,textarea,False,False
response_text,Client Response to Intervention/Progress Towards Goals and Objectives,0.1429,['response'],"['text', 'response']","['towards', 'response', 'intervention', 'progress', 'goal', 'objective', 'client']",LOW,textarea,False,False
note_text,Note,1.0,['note'],"['text', 'note']",['note'],HIGH,textarea,False,False
narrative,סיכום שיחה קצרה,0.0,[],['narrative'],[],LOW,textarea,False,False
purpose,PURPOSE,1.0,['purpose'],['purpose'],['purpose'],HIGH,textarea,False,False
objective,Note Address Which PCRP Objective,0.2,['objective'],['objective'],"['pcrp', 'note', 'which', 'address', 'objective']",LOW,textarea,False,False
details,Describe details of the case management service,0.2,['detail'],['detail'],"['detail', 'management', 'case', 'service', 'describe']",LOW,textarea,False,False
explain_linkage,Explain linkage to services,0.6667,"['explain', 'linkage']","['explain', 'linkage']","['service', 'explain', 'linkage']",PARTIAL,textarea,False,False
observations,Clinical Observations,0.5,['observation'],['observation'],"['clinical', 'observation']",PARTIAL,textarea,False,False
responses,Client Responses,0.5,['response'],['response'],"['response', 'client']",PARTIAL,textarea,False,False
timeline,Timelines for Next Service,0.3333,['timeline'],['timeline'],"['service', 'next', 'timeline']",LOW,textarea,False,False
describe_text,Describe details of employment service,0.25,['describe'],"['describe', 'text']","['detail', 'describe', 'service', 'employment']",LOW,textarea,False,False
clincial_text,Clinical Observations,0.0,[],"['clincial', 'text']","['clinical', 'observation']",LOW,textarea,False,False
response_text,Client Responses,0.5,['response'],"['text', 'response']","['response', 'client']",PARTIAL,textarea,False,False
progress_text,Progress Towards Recovery Plan Objectives,0.2,['progress'],"['progress', 'text']","['towards', 'recovery', 'plan', 'progress', 'objective']",LOW,textarea,False,False
timeline_text,Timelines for Next Service,0.3333,['timeline'],"['timeline', 'text']","['service', 'next', 'timeline']",LOW,textarea,False,False
actions_text,What actions should the individual complete before next service?,0.125,['action'],"['action', 'text']","['individual', 'next', 'complete', 'should', 'action', 'what', 'before', 'service']",LOW,textarea,False,False
behavioral_desc,Behavioral description of the Presenting Problem or description of New Issue(s) Presented today,0.1429,['behavioral'],"['behavioral', 'desc']","['today', 'present', 'new', 'issue', 'behavioral', 'description', 'problem']",LOW,textarea,False,False
objective,Note Address Which PCRP Objective,0.2,['objective'],['objective'],"['pcrp', 'note', 'which', 'address', 'objective']",LOW,textarea,False,False
details,Describe details of PSR/IMR service,0.2,['detail'],['detail'],"['detail', 'psr', 'imr', 'service', 'describe']",LOW,textarea,False,False
observations,Clinical Observations,0.5,['observation'],['observation'],"['clinical', 'observation']",PARTIAL,textarea,False,False
responses,Client Responses,0.5,['response'],['response'],"['response', 'client']",PARTIAL,textarea,False,False
timeline,Timelines for Next Service,0.3333,['timeline'],['timeline'],"['service', 'next', 'timeline']",LOW,textarea,False,False
description,Description of Behavior(s),0.5,['description'],['description'],"['description', 'behavior']",PARTIAL,textarea,False,False
service,Describe details of employment service,0.25,['service'],['service'],"['detail', 'describe', 'service', 'employment']",LOW,textarea,False,False
details,Details of Follow Up/Admission,0.25,['detail'],['detail'],"['detail', 'up', 'admission', 'follow']",LOW,textarea,False,False
strengths,Identify Needs and Strengths of client,0.25,['strength'],['strength'],"['strength', 'identify', 'need', 'client']",LOW,textarea,False,False
details,Describe details of Peer Specialist Service,0.2,['detail'],['detail'],"['detail', 'specialist', 'peer', 'service', 'describe']",LOW,textarea,False,False
response,Individual Responses to service provided,0.25,['response'],['response'],"['individual', 'provide', 'service', 'response']",LOW,textarea,False,False
timeline,Timeline for Next Service,0.3333,['timeline'],['timeline'],"['service', 'next', 'timeline']",LOW,textarea,False,False
interventiontxt,,0.0,[],['interventiontxt'],['nan'],LOW,textarea,False,True
responsetxt,,0.0,[],['responsetxt'],['nan'],LOW,textarea,False,True
plantxt,,0.0,[],['plantxt'],['nan'],LOW,textarea,False,True
psych_history_present_illness,"HPI: History of Present Illness: (Elements: Location, Quality, Severity, Duration, Timing, Content, Modifying Factors, Associated Signs / Sx)",0.1875,"['present', 'history', 'illness']","['illness', 'psych', 'history', 'present']","['modify', 'history', 'sx', 'associate', 'hpi', 'severity', 'illness', 'content', 'factor', 'element', 'present', 'duration', 'sign', 'location', 'time', 'quality']",LOW,textarea,False,False
psych_identifying_information,Identifying Information:,1.0,"['information', 'identify']","['information', 'psych', 'identify']","['information', 'identify']",HIGH,textarea,False,False
psych_chief_complaint,Chief Complaint,1.0,"['chief', 'complaint']","['psych', 'complaint', 'chief']","['complaint', 'chief']",HIGH,textarea,False,False
psych_developmental_history,Developmental History,1.0,"['developmental', 'history']","['psych', 'history', 'developmental']","['developmental', 'history']",HIGH,textarea,False,False
psych_medical_history,Medical History,1.0,"['medical', 'history']","['medical', 'psych', 'history']","['medical', 'history']",HIGH,textarea,False,False
psych_family_history,Family Psychiatric History,0.6667,"['history', 'family']","['psych', 'history', 'family']","['history', 'psychiatric', 'family']",PARTIAL,textarea,False,False
psych_client_history,Client Psychiatric History,0.6667,"['history', 'client']","['psych', 'history', 'client']","['history', 'psychiatric', 'client']",PARTIAL,textarea,False,False
psych_social_history,Social History,1.0,"['social', 'history']","['social', 'psych', 'history']","['social', 'history']",HIGH,textarea,False,False
psych_review_systems,Review of Systems,1.0,"['system', 'review']","['psych', 'system', 'review']","['system', 'review']",HIGH,textarea,False,False
psych_mental_exam,Mental Status Exam,0.6667,"['mental', 'exam']","['psych', 'mental', 'exam']","['status', 'mental', 'exam']",PARTIAL,textarea,False,False
psych_assessmentplan,Assessment/Plan,0.0,[],"['psych', 'assessmentplan']","['assessment', 'plan']",LOW,textarea,False,False
desc_distresstxt,,0.0,[],"['distresstxt', 'desc']",['nan'],LOW,textarea,False,True
w_triggerstxt,,0.0,[],"['w', 'triggerstxt']",['nan'],LOW,textarea,False,True
plantxt,,0.0,[],['plantxt'],['nan'],LOW,textarea,False,True
intervention_activity,Intervention Activity,1.0,"['intervention', 'activity']","['intervention', 'activity']","['intervention', 'activity']",HIGH,textarea,False,False
effectiveness_outcome,Effectiveness / Outcome,1.0,"['effectiveness', 'outcome']","['effectiveness', 'outcome']","['effectiveness', 'outcome']",HIGH,textarea,False,False
behavior,BEHAVIOR,1.0,['behavior'],['behavior'],['behavior'],HIGH,textarea,False,False
plan_revisions,Plan Revisions,1.0,"['plan', 'revision']","['plan', 'revision']","['plan', 'revision']",HIGH,textarea,False,False
goals_behaviors,Goals/Behaviors,1.0,"['goal', 'behavior']","['goal', 'behavior']","['goal', 'behavior']",HIGH,textarea,False,False
purpose,Purpose,1.0,['purpose'],['purpose'],['purpose'],HIGH,textarea,False,False
inteventions,Interventions,0.0,[],['intevention'],['intervention'],LOW,textarea,False,False
impression,Clinical Impression,0.5,['impression'],['impression'],"['clinical', 'impression']",PARTIAL,textarea,False,False
purpose,Purpose,1.0,['purpose'],['purpose'],['purpose'],HIGH,textarea,False,False
goals,Goals,1.0,['goal'],['goal'],['goal'],HIGH,textarea,False,False
course,Course of Treatment/Action,0.3333,['course'],['course'],"['action', 'course', 'treatment']",LOW,textarea,False,False
intervention_text,Intervention (Interaction that occurred during service delivery and how it relates to plan of care),0.0909,['intervention'],"['intervention', 'text']","['intervention', 'during', 'interaction', 'delivery', 'occur', 'it', 'plan', 'how', 'care', 'service', 'relate']",LOW,textarea,False,False
response_text,Response to today's intervention / changes in condition,0.2,['response'],"['text', 'response']","['condition', 'response', 'intervention', 'change', 'today']",LOW,textarea,False,False
