report_class_id,organization_name,field_key,field_title,field_type,field_key_definition,row_id,field_key_exists_in_library_flag,structural_severity,semantic_severity,final_severity,reasons,normalized_field_key,validity_stats,token_valid_ratio,char_valid_ratio,valid_tokens,invalid_tokens,tokens,token_validity_ratio_label,containment_title,matched_tokens,key_tokens,title_tokens,containment_title_label,cosine_sim,cosine_verdict,nli_axis,nli_axis_label,len_ratio,facet_title_missing,facet_hard_mismatch,facet_partial_mismatch,facet_missing_context,facet_hidden_agent,facet_temporal_mismatch,facet_token_validity_issues
MeridianFamilyTherapyReport,Meridian,mood,Mood:,checkbox,,1398,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianFamilyTherapyReport,Meridian,affect,Affect:,checkbox,,1399,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianFamilyTherapyReport,Meridian,suicidal_ideation,SI/HI:,radio,,1400,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianFamilyTherapyReport,Meridian,homicidal_ideation,,radio,,1401,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianFamilyTherapyReport,Meridian,add_commentstwo,Additional Comments:,textarea,,1402,False,0.5,0.6114833277695784,0.5334449983308734,"partial_mismatch, token_validity_issues",add commentstwo,"{'token_valid_ratio': 0.5, 'char_valid_ratio': 0.2143, 'valid_tokens': ['add'], 'invalid_tokens': ['commentstwo'], 'tokens': ['add', 'commentstwo']}",0.5,0.2143,['add'],['commentstwo'],"['add', 'commentstwo']",INVALID,0.0,[],"['add', 'commentstwo']","['comment', 'additional']",LOW,0.5378207564353943,MEDIUM,0.5004570027965335,Weak Match,1.0,False,False,True,False,False,False,True
MeridianFamilyTherapyReport,Meridian,other_issues,Other Mental Health Issues:,dropdown,,1403,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianFamilyTherapyReport,Meridian,add_commsthree,Additional Comments:,textarea,,1404,False,0.5,0.4580827273158667,0.48742481819475997,"hard_mismatch, token_validity_issues",add commsthree,"{'token_valid_ratio': 0.5, 'char_valid_ratio': 0.2308, 'valid_tokens': ['add'], 'invalid_tokens': ['commsthree'], 'tokens': ['add', 'commsthree']}",0.5,0.2308,['add'],['commsthree'],"['add', 'commsthree']",INVALID,0.0,[],"['commsthree', 'add']","['comment', 'additional']",LOW,0.327313095331192,LOW,0.1996293290550304,Uncertain,1.0,False,True,False,False,False,False,True
MeridianFamilyTherapyReport,Meridian,therapist_interventions,Therapist Interventions:,textarea,"This field describes the therapeutic interventions employed by the therapist during a therapy session. It may include the orientation/modality of therapy used, such as 'Motivational Interviewing,' 'CBT,' or 'DBT.' Specific interventions, such as 'Cognitive Defusion,' 'Validation,' or 'Emotion Regulation Skills,' may also be documented. The description may encompass the issue/therapeutic goals for which the intervention is intended.",1405,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianFamilyTherapyReport,Meridian,progclient_response,Progress/Client Response to Intervention:,textarea,,1406,False,0.5,0.5337773089041552,0.5101331926712466,"hard_mismatch, hidden_agent, token_validity_issues",progclient response,"{'token_valid_ratio': 0.5, 'char_valid_ratio': 0.4444, 'valid_tokens': ['response'], 'invalid_tokens': ['progclient'], 'tokens': ['progclient', 'response']}",0.5,0.4444,['response'],['progclient'],"['progclient', 'response']",INVALID,0.25,['response'],"['response', 'progclient']","['progress', 'client', 'intervention', 'response']",LOW,0.4023907780647278,LOW,0.293533584949123,Weak Match,1.5,False,True,False,False,True,False,True
MeridianFamilyTherapyReport,Meridian,comment_on_plan,Comment on Plan:,textarea,This field provides the expected actions to be taken by the client between the end of the current session and the beginning of the following session that will be conducive to working toward their treatment goals.,1407,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianOutreachReport,All Points North,desc_activitytxt,Describe Specific Activity,textarea,,1408,False,0.0,0.4391303171131288,0.13173909513393864,"partial_mismatch, token_validity_issues",desc activitytxt,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['desc', 'activitytxt'], 'tokens': ['desc', 'activitytxt']}",0.0,0.0,[],"['desc', 'activitytxt']","['desc', 'activitytxt']",INVALID,0.0,[],"['activitytxt', 'desc']","['describe', 'specific', 'activity']",LOW,0.5458670258522034,MEDIUM,-0.08209930214177413,Uncertain,1.5,False,False,True,False,False,False,True
MetrocareDDPInterventionReport,Metrocare,relevant_info,Relevant New Information Provided About the Individual Since Last Contact (How did strategies work from the previous visit?) Joint Plan for Today's Visit,textarea,,1409,False,1.0,0.5980715935002873,0.8794214780500862,"hard_mismatch, temporal_mismatch",relevant info,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['relevant', 'info'], 'invalid_tokens': [], 'tokens': ['relevant', 'info']}",1.0,1.0,"['relevant', 'info']",[],"['relevant', 'info']",VALID,0.1111,"['relevant', 'information']","['relevant', 'information']","['information', 'strategy', 'joint', 'how', 'last', 'new', 'provide', 'about', 'individual', 'previous', 'do', 'visit', 'contact', 'today', 'relevant', 'work', 'since', 'plan']",LOW,0.240772545337677,LOW,0.7157660996632809,Exact Match,1.5,False,True,False,False,False,True,False
MetrocareDDPInterventionReport,Metrocare,intervention_comments,Intervention Comments. What was observed/practiced today?,textarea,,1410,False,1.0,0.7519849965770543,0.9255954989731162,"partial_mismatch, temporal_mismatch",intervention comments,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['intervention', 'comments'], 'invalid_tokens': [], 'tokens': ['intervention', 'comments']}",1.0,1.0,"['intervention', 'comments']",[],"['intervention', 'comments']",VALID,0.3333,"['comment', 'intervention']","['comment', 'intervention']","['practice', 'comment', 'intervention', 'today', 'what', 'observe']",LOW,0.8453038334846497,MEDIUM,0.550212821772198,Weak Match,1.5,False,False,True,False,False,True,False
MetrocareDDPInterventionReport,Metrocare,indiv_response,Individual Response to Interventions/Techniques Used. Routine Caregiver's Reflection to Intervention/Techniques Used.,textarea,,1411,False,0.5,0.4469672148804518,0.48409016446413555,"hard_mismatch, hidden_agent, token_validity_issues",indiv response,"{'token_valid_ratio': 0.5, 'char_valid_ratio': 0.6154, 'valid_tokens': ['response'], 'invalid_tokens': ['indiv'], 'tokens': ['indiv', 'response']}",0.5,0.6154,['response'],['indiv'],"['indiv', 'response']",INVALID,0.125,['response'],"['indiv', 'response']","['use', 'caregiver', 'intervention', 'response', 'individual', 'technique', 'reflection', 'routine']",LOW,0.15102972090244293,LOW,0.2971943286990632,Weak Match,1.5,False,True,False,False,True,False,True
MetrocareDDPInterventionReport,Metrocare,strengths,"Strengths, Needs, Areas of Growth and/or Feedback Provided to Routine Caregiver.",textarea,,1412,False,1.0,0.4106353777561887,0.8231906133268565,"hard_mismatch, hidden_agent",strengths,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['strengths'], 'invalid_tokens': [], 'tokens': ['strengths']}",1.0,1.0,['strengths'],[],['strengths'],VALID,0.125,['strength'],['strength'],"['caregiver', 'feedback', 'need', 'provide', 'growth', 'strength', 'area', 'routine']",LOW,0.3463722765445709,LOW,-0.01925435069060858,Uncertain,1.5,False,True,False,False,True,False,False
MetrocareDDPInterventionReport,Metrocare,progress,Progress Related to Goals/Outcomes Addressed Today,textarea,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties.",1413,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MetrocareDDPInterventionReport,Metrocare,plan,What is the Plan Until Next Contact? What is the Plan for Next Visit?,textarea,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them.",1414,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MetrocareGroupIndividualReport,Metrocare,notes,Notes Field,textarea,"This field usually includes any additional observations or comments from the therapist about the client's current state, behaviors, or treatment progress. It can sometimes include more general information of worth-noting issues that happened during the session or the meeting.",1415,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MetrocarePDPFollowUpReport,Metrocare,desc_progress,Describe Progress or Lack of Progress,textarea,,1416,False,0.5,0.6153499926740876,0.5346049978022263,"partial_mismatch, token_validity_issues",desc progress,"{'token_valid_ratio': 0.5, 'char_valid_ratio': 0.6667, 'valid_tokens': ['progress'], 'invalid_tokens': ['desc'], 'tokens': ['desc', 'progress']}",0.5,0.6667,['progress'],['desc'],"['desc', 'progress']",INVALID,0.3333,['progress'],"['progress', 'desc']","['describe', 'progress', 'lack']",LOW,0.4826732873916626,MEDIUM,0.45739335485529625,Weak Match,1.5,False,False,True,False,False,False,True
MetrocarePDPFollowUpReport,Metrocare,follow_up,Follow Up Plan,textarea,,1417,False,1.0,0.7938241510452969,0.9381472453135891,,follow up,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['follow', 'up'], 'invalid_tokens': [], 'tokens': ['follow', 'up']}",1.0,1.0,"['follow', 'up']",[],"['follow', 'up']",VALID,0.6667,"['follow', 'up']","['follow', 'up']","['follow', 'up', 'plan']",PARTIAL,0.7220304012298584,MEDIUM,0.7018167689211314,Exact Match,1.5,False,False,False,False,False,False,False
MhpReport,MHP,safety_plan,Safety Plan:,radio,,1418,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MhpReport,MHP,next_steps,Next Steps,textarea,"The 'Next Steps' field is typically used to note the planned activities or interventions following a clinical session. This could include information about future appointments, client's intent, means, or plan for the future. It can also indicate if there are no additional steps reported at the time of recording. This field is essential for continuity of care and follow-up planning.",1419,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MhpReport,MHP,intervention_progress,Intervention/Progress,textarea,"This field typically includes the identified problems or complaints brought up by the client during the session and the interventions implemented to address these issues. The text often contains explanations of the discussions held between the client and the service provider, as well as any activities or methods employed (like empathetic listening or cognitive restructuring) throughout the counseling or therapy session. The information may also include clients' personal insights, or any changes noted in their mental or emotional state. Crucially, it reflects the client's progress and therapeutic strategies adopted.",1420,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MhpReport,MHP,clients_response,"Describe the client’s response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",textarea,"The Field ‘client_response' captures the client’s state and progress throughout the session and the client’s response to the therapist’s suggestions. Entries often include observations on the client's mood, behaviors, emotional state, and personal presentation at the time of the session. It further details their engagement level in therapeutic interventions, responses to such interventions, and any signs of progress or setback observed. Important information about the clients' progress towards their therapeutic goals, the relevance and efficacy of coping skills learned, client’s strengths and plans for future therapy services are also captured in this field. If progress is not being made, this field should include and barriers to progress.",1421,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MhpReport,MHP,plan,Document the plan. If there were barriers describe the plan to overcome the barriers.,textarea,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them.",1422,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MisideProgressNoteF2FReport,MiSide Community Impact Network,response_interactions, Response/Interactions (includes therapist's interactions),textarea,,1423,False,1.0,0.6217599411711114,0.8865279823513333,"missing_context, hidden_agent",response interactions,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response', 'interactions'], 'invalid_tokens': [], 'tokens': ['response', 'interactions']}",1.0,1.0,"['response', 'interactions']",[],"['response', 'interactions']",VALID,0.5,"['interaction', 'response']","['interaction', 'response']","['interaction', 'therapist', 'response', 'include']",PARTIAL,0.6501371264457703,MEDIUM,0.25572934412460147,Weak Match,1.5,False,False,False,True,True,False,False
MisideProgressNoteF2FReport,MiSide Community Impact Network,additional_comments_oberservations,Additional Comments/Observations,textarea,,1424,False,0.6667,0.8225230679665979,0.7134469203899794,token_validity_issues,additional comments oberservations,"{'token_valid_ratio': 0.6667, 'char_valid_ratio': 0.5625, 'valid_tokens': ['additional', 'comments'], 'invalid_tokens': ['oberservations'], 'tokens': ['additional', 'comments', 'oberservations']}",0.6667,0.5625,"['additional', 'comments']",['oberservations'],"['additional', 'comments', 'oberservations']",INVALID,0.6667,"['comment', 'additional']","['comment', 'oberservation', 'additional']","['comment', 'observation', 'additional']",PARTIAL,0.7025628685951233,MEDIUM,0.8169473579602032,Exact Match,1.0,False,False,False,False,False,False,True
MorrisonSupervisionnoteReport,Morrison Child and Family Services,description,Brief Description of Topics Addressed:,checkbox,,1427,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MorrisonSupervisionnoteReport,Morrison Child and Family Services,description_text,,textarea,,1428,False,0.7,0.3538249694373674,0.5961474908312101,"title_missing, hard_mismatch",description text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['description', 'text'], 'invalid_tokens': [], 'tokens': ['description', 'text']}",1.0,1.0,"['description', 'text']",[],"['description', 'text']",VALID,0.0,[],"['description', 'text']",['nan'],LOW,0.0730523094534874,LOW,0.10636425533773723,Uncertain,0.5,True,True,False,False,False,False,False
MorrisonSupervisionnoteReport,Morrison Child and Family Services,recommendations,Supervisor Feedback/Recommendations:,checkbox,,1429,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MorrisonSupervisionnoteReport,Morrison Child and Family Services,recommendations_text,,textarea,,1430,False,0.7,0.29959025210458334,0.5798770756313749,"title_missing, hard_mismatch",recommendations text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['recommendations', 'text'], 'invalid_tokens': [], 'tokens': ['recommendations', 'text']}",1.0,1.0,"['recommendations', 'text']",[],"['recommendations', 'text']",VALID,0.0,[],"['text', 'recommendation']",['nan'],LOW,0.10409975796937943,LOW,-0.10546558428743485,Uncertain,0.5,True,True,False,False,False,False,False
MorrisonSupervisionnoteReport,Morrison Child and Family Services,followup,Follow-up Needs:,checkbox,,1431,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MorrisonSupervisionnoteReport,Morrison Child and Family Services,followup_text,,textarea,,1432,False,0.7,0.3631048388303307,0.5989314516490991,"title_missing, hard_mismatch",followup text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['followup', 'text'], 'invalid_tokens': [], 'tokens': ['followup', 'text']}",1.0,1.0,"['followup', 'text']",[],"['followup', 'text']",VALID,0.0,[],"['followup', 'text']",['nan'],LOW,0.10175485908985138,LOW,0.10859460367791778,Uncertain,0.5,True,True,False,False,False,False,False
NCMMHCTherapyProgressNoteReport,North Central Missouri Mental Health Center,situation,Situation,textarea,,1434,False,1.0,0.8249594748063432,0.9474878424419029,,situation,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['situation'], 'invalid_tokens': [], 'tokens': ['situation']}",1.0,1.0,['situation'],[],['situation'],VALID,1.0,['situation'],['situation'],['situation'],HIGH,1.0,HIGH,0.41653158268781104,Weak Match,1.0,False,False,False,False,False,False,False
NCMMHCTherapyProgressNoteReport,North Central Missouri Mental Health Center,progress,Progress or lack of progress,textarea,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties.",1435,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCMMHCTherapyProgressNoteReport,North Central Missouri Mental Health Center,intervention,Intervention Made,textarea,"The Field ‘intervention' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals.",1436,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCMMHCTherapyProgressNoteReport,North Central Missouri Mental Health Center,response,Client Response,textarea,,1437,False,1.0,0.6618136261372739,0.8985440878411821,"missing_context, hidden_agent",response,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response'], 'invalid_tokens': [], 'tokens': ['response']}",1.0,1.0,['response'],[],['response'],VALID,0.5,['response'],['response'],"['client', 'response']",PARTIAL,0.5643280148506165,MEDIUM,0.4750507389402965,Weak Match,1.5,False,False,False,True,True,False,False
NCMMHCTherapyProgressNoteReport,North Central Missouri Mental Health Center,plan,Plan,textarea,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them.",1438,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeighborhoodServiceOrganizationNonBillableNoteReport,Neighborhood Service Organization,narrative_text,Narrative,textarea,,1439,False,1.0,0.7057854219603609,0.9117356265881082,,narrative text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['narrative', 'text'], 'invalid_tokens': [], 'tokens': ['narrative', 'text']}",1.0,1.0,"['narrative', 'text']",[],"['narrative', 'text']",VALID,1.0,['narrative'],"['narrative', 'text']",['narrative'],HIGH,0.8065507411956787,MEDIUM,0.2127339986721911,Weak Match,0.5,False,False,False,False,False,False,False
NewalliancenewReport,Gulf Coast Center,data,DATA - Provide a description of the content of service encounter and any evidence-based practice used during the encounter.,checkbox,"The Field ‘data' contains the main topics covered in the session. This field is like a summary of the session and can cover a wide array of topics, but should focus primarily on the topics discussed, and less on things outside the session such as planning and homework. Most likely will contain the topics brought up by the client, interactions between therapist and client, client’s state and treatment goals.",1440,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewalliancenewReport,Gulf Coast Center,data_text,,textarea,"This field delineates the content and context of a clinical session or interaction between a healthcare professional and a client. It serves as a comprehensive review of information gathered during the session, primarily comprising descriptive and factual client self-reported data. This encompasses crucial details such as meeting goals, the client's current state of mind, topics discussed, actions taken, as well as the client's reactions and feelings. The purpose of this field is to document individualized services provided to clients, capturing their personal experiences, lifestyle adjustments, and both triumphs and challenges faced during the covered timeframe. Additionally, it addresses any changes in the client's situation, including logistical changes, and documents the professional's interventions to meet the client's needs.",1441,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewalliancenewReport,Gulf Coast Center,assessment,ASSESSMENT - Provide a description of the individual's current status in regards to progress toward ISP goals & objectives,checkbox,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools..",1442,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewalliancenewReport,Gulf Coast Center,assessment_text,,textarea,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, prevalent mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results.",1443,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewalliancenewReport,Gulf Coast Center,plan,"PLAN - Provide a description of the plan for the immediate future or next session including any homework provided, etc.",checkbox,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them.",1444,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewalliancenewReport,Gulf Coast Center,plan_text,,textarea,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills.",1445,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewvistasupportReport,Gulf Coast Center,narrative,Activity Narrative,textarea,,1454,False,1.0,0.6019436855928793,0.8805831056778637,missing_context,narrative,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['narrative'], 'invalid_tokens': [], 'tokens': ['narrative']}",1.0,1.0,['narrative'],[],['narrative'],VALID,0.5,['narrative'],['narrative'],"['activity', 'narrative']",PARTIAL,0.6799145936965942,MEDIUM,0.159897691613003,Uncertain,1.5,False,False,False,True,False,False,False
NewvistasupportReport,Gulf Coast Center,plan,Outcome/Plan,textarea,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them.",1455,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewvistasupportReport,Gulf Coast Center,next_appointment,Next Appointment,textarea,,1456,False,1.0,0.9337408747005068,0.980122262410152,,next appointment,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['next', 'appointment'], 'invalid_tokens': [], 'tokens': ['next', 'appointment']}",1.0,1.0,"['next', 'appointment']",[],"['next', 'appointment']",VALID,1.0,"['next', 'appointment']","['next', 'appointment']","['next', 'appointment']",HIGH,1.0,HIGH,0.7791362490016893,Exact Match,1.0,False,False,False,False,False,False,False
NKHSCBCNReport,All Points North,notes,,checkbox,"This field usually includes any additional observations or comments from the therapist about the client's current state, behaviors, or treatment progress. It can sometimes include more general information of worth-noting issues that happened during the session or the meeting.",1457,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKHSCBCNReport,All Points North,notes_tb,Notes,textarea,,1458,False,1.0,0.5670723205805293,0.8701216961741587,,notes tb,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['notes', 'tb'], 'invalid_tokens': [], 'tokens': ['notes', 'tb']}",1.0,1.0,"['notes', 'tb']",[],"['notes', 'tb']",VALID,1.0,['note'],"['tb', 'note']",['note'],HIGH,0.5426419377326965,MEDIUM,0.014265797535734351,Uncertain,0.5,False,False,False,False,False,False,False
NKHSCYFSCISCNReport,Northeast Kingdom Human Services,summary,,checkbox,This field is a concise summary of the interaction between client and therapist regarding the interventions that were employed during the session in order to advance the client toward their goals. The field is restricted to 4000 characters.,1459,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKHSCYFSCISCNReport,Northeast Kingdom Human Services,summary_textbox,SOAP Note,textarea,,1460,False,1.0,0.3343623379692395,0.8003087013907718,hard_mismatch,summary textbox,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['summary', 'textbox'], 'invalid_tokens': [], 'tokens': ['summary', 'textbox']}",1.0,1.0,"['summary', 'textbox']",[],"['summary', 'textbox']",VALID,0.0,[],"['summary', 'textbox']","['soap', 'note']",LOW,0.17502819001674652,LOW,-0.06048706345261479,Uncertain,1.0,False,True,False,False,False,False,False
NKHSDSShiftReport,CSG,summary,,checkbox,This field is a concise summary of the interaction between client and therapist regarding the interventions that were employed during the session in order to advance the client toward their goals. The field is restricted to 4000 characters.,1461,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKHSDSShiftReport,CSG,summary_textbox,,textarea,,1462,False,0.7,0.29274967954861864,0.5778249038645855,"title_missing, hard_mismatch",summary textbox,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['summary', 'textbox'], 'invalid_tokens': [], 'tokens': ['summary', 'textbox']}",1.0,1.0,"['summary', 'textbox']",[],"['summary', 'textbox']",VALID,0.0,[],"['summary', 'textbox']",['nan'],LOW,0.05736852064728737,LOW,-0.08153625548522525,Uncertain,0.5,True,True,False,False,False,False,False
NKHSDSShiftReport,CSG,problems,Were there any issues or problems during this shift?,checkbox,,1463,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKHSDSShiftReport,CSG,problems_textbox,,textarea,,1464,False,0.7,0.29191880500784356,0.577575641502353,"title_missing, hard_mismatch",problems textbox,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['problems', 'textbox'], 'invalid_tokens': [], 'tokens': ['problems', 'textbox']}",1.0,1.0,"['problems', 'textbox']",[],"['problems', 'textbox']",VALID,0.0,[],"['problem', 'textbox']",['nan'],LOW,0.07832794636487961,LOW,-0.10526526300540118,Uncertain,0.5,True,True,False,False,False,False,False
NorthlandTherapyReport,Northland Counseling,event,,checkbox,,1465,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NorthlandTherapyReport,Northland Counseling,event_text,,textarea,,1466,False,0.7,0.3200317866182053,0.5860095359854616,"title_missing, hard_mismatch",event text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['event', 'text'], 'invalid_tokens': [], 'tokens': ['event', 'text']}",1.0,1.0,"['event', 'text']",[],"['event', 'text']",VALID,0.0,[],"['event', 'text']",['nan'],LOW,0.11095359176397324,LOW,-0.044180969703288914,Uncertain,0.5,True,True,False,False,False,False,False
NorthlandTherapyReport,Northland Counseling,data,DATA,checkbox,"The Field ‘data' contains the main topics covered in the session. This field is like a summary of the session and can cover a wide array of topics, but should focus primarily on the topics discussed, and less on things outside the session such as planning and homework. Most likely will contain the topics brought up by the client, interactions between therapist and client, client’s state and treatment goals.",1467,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NorthlandTherapyReport,Northland Counseling,data_text,,textarea,"This field delineates the content and context of a clinical session or interaction between a healthcare professional and a client. It serves as a comprehensive review of information gathered during the session, primarily comprising descriptive and factual client self-reported data. This encompasses crucial details such as meeting goals, the client's current state of mind, topics discussed, actions taken, as well as the client's reactions and feelings. The purpose of this field is to document individualized services provided to clients, capturing their personal experiences, lifestyle adjustments, and both triumphs and challenges faced during the covered timeframe. Additionally, it addresses any changes in the client's situation, including logistical changes, and documents the professional's interventions to meet the client's needs.",1468,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
