report_class_id,field_key,field_title,field_type,field_key exists in field_key_library?,field_key_definition
TNVoicesBIRPReport,plan,PLAN,radio,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
TNVoicesBIRPReport,plan_revisions,Plan Revisions,textarea,FALSE,
TNVoicesBIRPReport,timeframe,Time Frame for Next Session,dropdown,FALSE,
TNVoicesProgressNoteReport,goals_behaviors,Goals/Behaviors,textarea,FALSE,
TNVoicesProgressNoteReport,intervention,Intervention,textarea,TRUE,"The Field ‘intervention' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
TNVoicesProgressNoteReport,clients_response,Client or Parent Response,textarea,TRUE,"The Field ‘client_response' captures the client’s state and progress throughout the session and the client’s response to the therapist’s suggestions. Entries often include observations on the client's mood, behaviors, emotional state, and personal presentation at the time of the session. It further details their engagement level in therapeutic interventions, responses to such interventions, and any signs of progress or setback observed. Important information about the clients' progress towards their therapeutic goals, the relevance and efficacy of coping skills learned, client’s strengths and plans for future therapy services are also captured in this field. If progress is not being made, this field should include and barriers to progress."
TPmerpipReport,purpose,Purpose,textarea,FALSE,
TPmerpipReport,inteventions,Interventions,textarea,FALSE,
TPmerpipReport,plan,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
TPsacstartReport,summary,Summary of Contact,textarea,TRUE,This field is a concise summary of the interaction between client and therapist regarding the interventions that were employed during the session in order to advance the client toward their goals. The field is restricted to 4000 characters.
TPsacstartReport,impression,Clinical Impression,textarea,FALSE,
TPsacstartReport,plan,Plan/Additional Information,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
TPstantcmReport,purpose,Purpose,textarea,FALSE,
TPstantcmReport,interventions,Interventions,textarea,TRUE,"The Field ‘interventions' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
TPstantcmReport,plan,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
TPstantcmReport,goals,Goals,textarea,FALSE,
TPstantcmReport,course,Course of Treatment/Action,textarea,FALSE,
TPstantcmReport,progress,Participation/Progress,textarea,TRUE,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties."
TrilogyindividualReport,staff_intervention,Staff Intervention,textarea,TRUE,"The field describes the therapeutic interventions employed by the staff during a therapy session. The field describes first the symptoms and/or the therapeutic goals underlying the intervention used, then the interventions themselves and at lastly the rationale behind the intervention and its desired effect for the client. This may include practicing skills to overcome psychological issues, learning about specific conditions and symptoms, learning problem solving techniques, and dealing with daily routines, self care and bureaucratic issues."
TrilogyindividualReport,client_response_and_progress,Client Response and Progress,textarea,TRUE,"The Field ‘client_response_and_progress' captures the client’s state and progress throughout the session and the client’s response to the therapist’s suggestions. Entries often include observations on the client's mood, behaviors, emotional state, and personal presentation at the time of the session. It further details their engagement level in therapeutic interventions, responses to such interventions, and any signs of progress or setback observed. Moreover, it provides insights into the clients' self-expressed feelings, concerns, and future plans. Important information about the clients' progress towards their therapeutic goals, the relevance and efficacy of coping skills learned, and plans for future therapy services are also captured in this field. This field might also contain quotes of the client."
TWICMReport,intervention_text,Intervention (Interaction that occurred during service delivery and how it relates to plan of care),textarea,FALSE,
TWICMReport,response_text,Response to today's intervention / changes in condition,textarea,FALSE,
TWICMReport,plan_text,"Plan (Things to be done before next meeting, next steps, etc.)",textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
UnisonReport,how_was_this_service_provided_today,How was this service provided today?,radio,FALSE,
UnisonReport,service_location,Service Location,textarea,TRUE,"This field notes the specific location where the clinical service was provided. It indicates whether the service was conducted in the clinic/office, in another physical location such as the client's school or workplace, or via telehealth."
UnisonReport,todays_presenting_issues,Today's presenting issues,textarea,TRUE,"‘todays_presenting_issues’ refers to special occurrences or particular issues raised during the session. They can be issues that are of concern to the client, events, stressors or a state the client is in, all of which are relevant to the client's current mental state or situation."
UnisonReport,current_living_situation,Current Living situation,dropdown,FALSE,
UnisonReport,has_reason_admitted_since_last_visit,Since last visit has the client been admitted,checkbox,FALSE,
UnisonReport,has_thoughts_of_causing_harm,Has the individual been having thoughts of causing harm to themselves or someone else?,radio,FALSE,
UnisonReport,reviewed_safety_plan_with_consumer,Reviewed Safety Plan with consumer?,radio,FALSE,
UnisonReport,mental_status_comments,Comments,textarea,TRUE,"This field notes whether the client demonstrated, through observation, questioning, and/or self-report, any type of risk, particularly suicidal ideation (SI), homicidal ideation (HI), or auditory verbal hallucinations (AVH)."
UnisonReport,medication_adherence,Medication Adherence,radio,FALSE,
UnisonReport,medication_adherence_comments,Comments,textarea,TRUE,"This field is utilized to document specific observations or comments regarding a client's adherence to their medication regimen. This could include notes on whether the client is taking their medication as prescribed, any issues with medication compliance, or any noteworthy events related to their medication adherence."
UnisonReport,medical_conditions_addressed,Were any current or ongoing medical conditions addressed in this session?,radio,FALSE,
UnisonReport,comments_medical_conditions,Comments (Medical Conditions),textarea,TRUE,This field notes any relevant medical issues or conditions experienced or expressed by the client and any known information about what the may be happening with those medical issues or conditions between now and next session.
UnisonReport,interventions_during_todays_session,Interventions during today's session,textarea,FALSE,
UnisonReport,response_to_interventions,Response to Interventions,textarea,TRUE,The Field ‘response_to_interventions' captures the client’s thoughts and feelings towards the various interventions administered by the therapist throughout the session. This might include different reactions towards the therapist’s suggestions or any type of therapeutic intervention. Response can be verbal and explicit or more implicit in the form of engagement level. May take into account progress or regression and prognosis. Should describe individual's engagement in session
UnisonReport,overall_progress,Overall Progress towards Goals and Objectives,textarea,TRUE,"This field contains the client’s progress toward their therapeutic goals, the actions that need to be done to achieve the objectives, or evidence that shows their progress/ lack of progress."
UnisonReport,problems_identified_addressed,New problems identified are being addressed as part of treatment services,radio,FALSE,
UnisonReport,problems_identified_addressed_comments,comments,textarea,TRUE,"This field contains information on new problems that arise in therapy sessions and the strategy devised to assist the client in resolving them as part of treatment. It can include physical or mental health problems, insurance difficulties, expired treatment plans, and other similar concerns."
UnisonReport,client_progress_recovery,Please rate how you feel you have progressed in your recovery,radio,FALSE,
UnisonReport,not_applicable_explain,Explain Not Applicable answer from previous question,textarea,FALSE,
UnisonReport,service_recommendation_plan,Service Recommendation / Plan,textarea,FALSE,
UnisonReport,additional_information_and_comments,Additional Information or Comments,textarea,FALSE,
ValleyCitiesCaseMgmtReport,summary,Summary,checkbox,TRUE,This field is a concise summary of the interaction between client and therapist regarding the interventions that were employed during the session in order to advance the client toward their goals. The field is restricted to 4000 characters.
ValleyCitiesCaseMgmtReport,interventions,,checkbox,TRUE,"The Field ‘interventions' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
ValleyCitiesCaseMgmtReport,interventionstb,"Describe interventions used, treatment goals addressed from the ISP (treatment plan) and client's response to intervention:",textarea,FALSE,
ValleyCitiesCaseMgmtReport,ifnointerventions,"If NO interventions discussed, please discard this note and document using a non-billable Client Message or Admin Note.",checkbox,FALSE,
ValleyCitiesCaseMgmtReport,assessment,Assessment,checkbox,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
ValleyCitiesCaseMgmtReport,ifsuicidalitydanger,"If suicidality / danger to others present, complete a Risk Assessment service. If not clinically relevant, put None Reported.",checkbox,FALSE,
ValleyCitiesCaseMgmtReport,dangertoothers,,checkbox,FALSE,
ValleyCitiesCaseMgmtReport,dangertootherstb,Suicidality / Danger to Others:,textarea,FALSE,
ValleyCitiesCaseMgmtReport,plan,Plan,checkbox,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
ValleyCitiesCaseMgmtReport,Providertitle,,checkbox,FALSE,
ValleyCitiesCaseMgmtReport,Providertextbox,Provider / Client Plan of Action (or future directions/next steps):,textarea,FALSE,
ValleyCitiesClinicalProgressNotewICReport,Summary,Summary,checkbox,TRUE,This field is a concise summary of the interaction between client and therapist regarding the interventions that were employed during the session in order to advance the client toward their goals. The field is restricted to 4000 characters.
ValleyCitiesClinicalProgressNotewICReport,Progresstitle,,checkbox,FALSE,
ValleyCitiesClinicalProgressNotewICReport,Progresstextbox,Progress on treatment plan (ISP) goals since last visit:*,textarea,FALSE,
ValleyCitiesClinicalProgressNotewICReport,Itemstitle,,checkbox,FALSE,
ValleyCitiesClinicalProgressNotewICReport,Itemstextbox,Items addressed today which are on the treatment plan (ISP)?,textarea,FALSE,
ValleyCitiesClinicalProgressNotewICReport,Interventionstitle,,checkbox,FALSE,
ValleyCitiesClinicalProgressNotewICReport,Interventionstextbox,Interventions used and client's response to treatment:,textarea,FALSE,
ValleyCitiesClinicalProgressNotewICReport,Assessment,Assessment,checkbox,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
ValleyCitiesClinicalProgressNotewICReport,Moodtitle,,checkbox,FALSE,
ValleyCitiesClinicalProgressNotewICReport,Moodtextbox,Mood / Behavior / Affect / Functioning / Substance Use:,textarea,FALSE,
ValleyCitiesClinicalProgressNotewICReport,Suicidalitytitle,,checkbox,FALSE,
ValleyCitiesClinicalProgressNotewICReport,Suicidalitytextbox,Suicidality / Danger to Others:,textarea,FALSE,
ValleyCitiesClinicalProgressNotewICReport,Ifsuicidality,"If suicidality / danger to others present, complete a Risk Assessment service. If not clinically relevant, put None Reported.",checkbox,FALSE,
ValleyCitiesClinicalProgressNotewICReport,Plan,Plan,checkbox,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
ValleyCitiesClinicalProgressNotewICReport,Providertitle,,checkbox,FALSE,
ValleyCitiesClinicalProgressNotewICReport,Providertextbox,Provider / Client Plan of Action (or future directions/next steps):,textarea,FALSE,
ValleyCitiesNDACrisisReport,Summary,Summary,checkbox,TRUE,This field is a concise summary of the interaction between client and therapist regarding the interventions that were employed during the session in order to advance the client toward their goals. The field is restricted to 4000 characters.
ValleyCitiesNDACrisisReport,Progresstitle,,checkbox,FALSE,
ValleyCitiesNDACrisisReport,Progresstextbox,Progress on goals since last visit:,textarea,FALSE,
ValleyCitiesNDACrisisReport,Interventionstitle,,checkbox,FALSE,
ValleyCitiesNDACrisisReport,Interventionstextbox,"Interventions used and manner of delivery, including treatment goals addressed on ISP and client's response to intervention:",textarea,FALSE,
ValleyCitiesNDACrisisReport,Assessment,Assessment,checkbox,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
ValleyCitiesNDACrisisReport,Moodtitle,,checkbox,FALSE,
ValleyCitiesNDACrisisReport,Moodtextbox,Mood / Behavior / Affect / Functioning / Substance Use:,textarea,FALSE,
ValleyCitiesNDACrisisReport,Suicidalitytitle,,checkbox,FALSE,
ValleyCitiesNDACrisisReport,Suicidalitytextbox,"Suicidality / Danger to Others: If suicidality / danger to others present, complete a Risk Assessment service. If not clinically relevant, put None Reported.",textarea,FALSE,
ValleyCitiesNDACrisisReport,Plan,Plan,checkbox,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
ValleyCitiesNDACrisisReport,Providertitle,,checkbox,FALSE,
ValleyCitiesNDACrisisReport,Providertextbox,Provider / Client Plan of Action (or future directions/next steps):*,textarea,FALSE,
ValleyCitiesPeerReport,Summary,Summary,checkbox,TRUE,This field is a concise summary of the interaction between client and therapist regarding the interventions that were employed during the session in order to advance the client toward their goals. The field is restricted to 4000 characters.
ValleyCitiesPeerReport,Progresstitle,,checkbox,FALSE,
ValleyCitiesPeerReport,Progresstextbox,Progress on goals since last visit:,textarea,FALSE,
ValleyCitiesPeerReport,Itemstitle,,checkbox,FALSE,
ValleyCitiesPeerReport,Itemstextbox,What items from the treatment plan (ISP) were addressed today?,textarea,FALSE,
ValleyCitiesPeerReport,Interventionstitle,,checkbox,FALSE,
ValleyCitiesPeerReport,Interventionstextbox,"Interventions used and manner of delivery, including treatment goals addressed and client's response:",textarea,FALSE,
ValleyCitiesPeerReport,Suicidalitytitle,,checkbox,FALSE,
ValleyCitiesPeerReport,Suicidalitytextbox,Suicidality / Danger to Others:,textarea,FALSE,
ValleyCitiesPeerReport,Ifsuicidality,"If suicidality / danger to others present, complete a Risk Assessment service. If not clinically relevant, put None Reported.",checkbox,FALSE,
ValleyCitiesPeerReport,Plan,Plan,checkbox,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
ValleyCitiesPeerReport,Providertitle,,checkbox,FALSE,
ValleyCitiesPeerReport,Providertextbox,Provider / Client Plan of Action (or future directions/next steps):,textarea,FALSE,
ValleyCitiesSUDIndvProgressReport,Summary,Summary,checkbox,TRUE,This field is a concise summary of the interaction between client and therapist regarding the interventions that were employed during the session in order to advance the client toward their goals. The field is restricted to 4000 characters.
ValleyCitiesSUDIndvProgressReport,Progresstitle,,checkbox,FALSE,
ValleyCitiesSUDIndvProgressReport,Progresstextbox,Progress on goals since last visit:,textarea,FALSE,
ValleyCitiesSUDIndvProgressReport,Itemstitle,,checkbox,FALSE,
ValleyCitiesSUDIndvProgressReport,Itemstextbox,Goals addressed from ISP (treatment plan) today:,textarea,FALSE,
ValleyCitiesSUDIndvProgressReport,Interventionstitle,,checkbox,FALSE,
ValleyCitiesSUDIndvProgressReport,Interventionstextbox,"Interventions used, manner of delivery, and client's response:",textarea,FALSE,
ValleyCitiesSUDIndvProgressReport,Assessment,Assessment,checkbox,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
ValleyCitiesSUDIndvProgressReport,Moodtitle,,checkbox,FALSE,
ValleyCitiesSUDIndvProgressReport,Moodtextbox,Mood / Behavior / Affect / Functioning / Substance Use:,textarea,FALSE,
ValleyCitiesSUDIndvProgressReport,Suicidalitytitle,,checkbox,FALSE,
ValleyCitiesSUDIndvProgressReport,Suicidalitytextbox,Suicidality / Danger to Others:,textarea,FALSE,
ValleyCitiesSUDIndvProgressReport,Ifsuicidality,"If suicidality / danger to others present, complete a Risk Assessment service. If not clinically relevant, put None Reported.",checkbox,FALSE,
ValleyCitiesSUDIndvProgressReport,Plan,Plan,checkbox,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
ValleyCitiesSUDIndvProgressReport,Providertitle,,checkbox,FALSE,
ValleyCitiesSUDIndvProgressReport,Providertextbox,Provider / Client Plan of Action (or future directions/next steps):,textarea,FALSE,
VictorCalAIMProgressNote,victor_service,Service,textarea,FALSE,
VictorCalAIMProgressNote,victor_next_steps,Next Steps,textarea,FALSE,
WestTexasCentersMHIndvServReport,focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",textarea,FALSE,
WestTexasCentersMHIndvServReport,interventions,Describe the interventions provided.,textarea,TRUE,"The Field ‘interventions' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
WestTexasCentersMHIndvServReport,response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",textarea,FALSE,
WestTexasCentersMHIndvServReport,plan,Document the plan. If there were barriers describe the plan to overcome the barriers.,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
WestTexasCentersMHIndvServReport,lastservice,Plan from Last Service,textarea,FALSE,
WilderACTProgressNoteReport,scope,Scope of Service/Interventions,textarea,FALSE,
WilderACTProgressNoteReport,response,Client Response to Interventions,textarea,FALSE,
WilderACTProgressNoteReport,plan,Plan/Next Steps/Next Appointment,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
WoodlandsBHNNonBillableContactNoteReport,Narrative_text,Narrative,textarea,FALSE,
WoodleyhouseCMReport,purpose,Purpose,textarea,FALSE,
WoodleyhouseCMReport,note,Note,textarea,FALSE,
WoodleyhouseCMReport,followup,Follow Up Task,textarea,FALSE,
WoodleyhouseDAPReport,data,Data,textarea,TRUE,"The Field ‘data' contains the main topics covered in the session. This field is like a summary of the session and can cover a wide array of topics, but should focus primarily on the topics discussed, and less on things outside the session such as planning and homework. Most likely will contain the topics brought up by the client, interactions between therapist and client, client’s state and treatment goals."
WoodleyhouseDAPReport,assessment,Assessment,textarea,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
WoodleyhouseDAPReport,plan,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
WyandotDocumentationReport,documentation_text,,textarea,FALSE,
WyandotDocumentationReport,note,NOTE,checkbox,FALSE,
WyandotDocumentationReport,documentation,,checkbox,FALSE,
WyandotIRPPNoteReport,intervention_text,,textarea,FALSE,
WyandotIRPPNoteReport,IRPP_NOTE,IRPP NOTE,checkbox,FALSE,
WyandotIRPPNoteReport,intervention,,checkbox,TRUE,"The Field ‘intervention' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
WyandotIRPPNoteReport,response,,checkbox,FALSE,
WyandotIRPPNoteReport,response_text,,textarea,FALSE,
WyandotIRPPNoteReport,progress,,checkbox,TRUE,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties."
WyandotIRPPNoteReport,progress_text,,textarea,FALSE,
WyandotIRPPNoteReport,plan,,checkbox,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
WyandotIRPPNoteReport,plan_text,,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
ZepfCpstOutreachReport,intervention_description_and_narrative,Describe Interventions Delivered:,textarea,FALSE,
ZepfCpstOutreachReport,patients_response_interventions_delivered,Describe the Patient's Response to Interventions Delivered & Plans for Follow Up:,textarea,FALSE,
ZepfCrisisTBSNote,crisis_presenting_text,Crisis Presenting Problem,textarea,FALSE,
ZepfCrisisTBSNote,describe_risk_text,"Describe Risk (ideation, intent, plan, means, attempt, & other applicable details)",textarea,FALSE,
ZepfCrisisTBSNote,intervention_text,Intervention Description & Narrative:,textarea,FALSE,
ZepfCrisisTBSNote,patient_response_text,Describe the Patient's Response to Interventions Delivered:,textarea,FALSE,
ZepfCrisisTBSNote,follow_up_text,"Follow Up, Plan, & Instructions Given to Patient:",textarea,FALSE,
ZumbroARMHSNoteReport,interventions,Interventions,textarea,TRUE,"The Field ‘interventions' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
ZumbroARMHSNoteReport,response,Client Response,textarea,FALSE,
ZumbroARMHSNoteReport,observations,Significant Observations,textarea,FALSE,
